	J1_p1_rep1_B	J1_p1_rep2_B	J4_p1_rep1_B	J4_p1_rep2_B	J8_p1_rep1_B	J8_p1_rep2_B	J11_p1_rep1_B	J11_p1_rep2_B	J14_p1_rep1_B	J14_p1_rep2_B	J1_p2_rep1_B	J1_p2_rep2_B	J4_p2_rep1_B	J4_p2_rep2_B	J8_p2_rep1_B	J8_p2_rep2_B	J11_p2_rep1_B	J11_p2_rep2_B	J14_p2_rep1_B	J14_p2_rep2_B	J1_p3_rep1_B	J1_p3_rep2_B	J4_p3_rep1_B	J4_p3_rep2_B	J8_p3_rep1_B	J8_p3_rep2_B	J11_p3_rep1_B	J11_p3_rep2_B	J14_p3_rep1_B	J14_p3_rep2_B
ENPP4	34.8598600199602	36.7666504607232	27.7127514157517	31.3850416230241	28.9374386217376	25.9226243038779	27.1782621658992	28.9695017133046	23.2655331592681	29.7838521444667	23.6629772807756	22.4077306381395	18.409542933316	23.0550772341001	24.2585574450603	28.1034383402689	23.793336438685	26.397081790252	24.7624487039485	16.6748482499166	27.6017345670397	25.9851086504765	21.5750486382683	22.4513901675949	24.5968771652047	21.8012017678973	22.6164559915815	26.5356154289829	21.7072460771193	28.5099325742804
SEMA3F	0	0	0	0.042297899761488	0	0	0.0403238311066754	0.0590611655724865	0.152727788791694	0	0.134194578151847	0.135189928435231	0.0936872413909209	0.0456536182853468	0	0.0399764414513072	0.244034219883949	0.255290926404758	0.357282833686272	0.501499195486214	0.0407706566721414	0	0	0.0658398538639146	0	0	0.0306871858773154	0.0343725588458328	0.141261905057176	0.112910624056556
CFTR	0.388410696601228	0	0.080795193631929	0.084595799522976	0.163488353795128	0	0.120971493320026	0.0885917483587297	0.0509092629305647	0	0	0	0	0	0	0	0	0	0	0	0	0.0472456520917754	0	0	0	0	0	0	0	0
ANKIB1	76.8082152528928	74.9964153813725	76.6342411598847	77.3586288737854	69.806802264623	57.038805741808	47.1788823948103	49.3733625836315	51.927448189176	52.7382859628137	49.8756515464363	50.2568558957971	42.7213820742599	46.1558080864856	48.5171148901205	51.2497979405758	64.0589827195367	59.3296112964658	62.5244958950975	43.4214720091814	60.1367185914085	55.2301672952855	63.3797085832425	67.2511311314876	61.6130027222712	57.3104415923411	54.7459396051307	63.4517436294073	51.3722461391263	55.0405419088495
CYP51A1	93.5234695811267	96.0770629144688	146.719627899933	144.905836918896	159.069808553225	165.029116650651	92.6351307247433	104.216675016759	36.7468150759109	33.6714036735781	39.4178680710629	39.2071070951435	14.4250245569601	12.9939328363754	34.8833002193832	36.8346929176489	42.8280055896331	43.8375367185195	26.7940138628785	20.3575240087704	116.251819608677	116.554551253889	115.682143307732	105.78555160169	81.9892683911911	77.5603891101106	50.1931887083722	46.9319481225116	39.6352653209424	44.853745406467
KRIT1	52.7005343415961	50.9885949836112	47.443745652605	50.5827893877706	49.7337021856572	26.7910773794242	25.225379025403	29.4650248924578	31.351960483159	23.7317544181046	25.5506476801116	30.9584936116679	35.4268934595628	34.9702150703928	27.4197507121197	33.3307578244419	45.839387863001	41.2596089436842	60.5168412027297	42.0222892537749	30.8548252629099	30.7314068596163	31.0430833458059	33.245175810045	31.8082562995142	30.9615788375488	27.1403609336153	30.3000980737785	32.4709323694593	33.2595179752195
RAD52	15.196568504523	13.5928053051197	12.6848454002129	13.433389985251	10.4632546428882	6.32259129362876	4.4356214217343	4.66583208022643	8.60468362052405	9.0584645853394	9.52781504878111	8.01000325978743	11.2176418479419	10.135103259347	8.30956669816002	11.6331444623304	15.3741558526888	13.4793609141712	18.010077980227	16.842014648412	6.2811273669101	5.95295216356371	6.10492189196434	6.25478611707188	5.02568806518918	4.60806929019499	4.73165719042326	6.36614162383669	6.30969842588719	5.36325464268642
MYH16	0	0	0	0.042297899761488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAD	26.3750283527064	28.7360399653547	23.8083236834887	21.1426051957798	23.837146944509	29.9243729790811	30.2025494988999	28.5377645929697	30.0364651290332	31.2313094174749	24.5576078017879	22.401985066181	23.2812794856439	19.6141640239335	27.5855175213276	24.2577046726532	21.0076858187098	23.1196568770677	23.8021823801794	24.9240920996686	23.4838982431534	24.7491623917557	19.1052101081859	21.9045901812551	19.0318941114818	23.6169359613195	22.1736398993718	21.4749435901109	22.4719438564955	20.5796548936682
LAP3	24.8582845824786	27.6575830166673	34.9035236489933	37.0529601910635	37.2753446652892	43.1742662622078	30.8477307966067	32.6017633960125	25.8109963057963	24.4246558191088	33.7275706421641	33.0201400203051	27.262987244758	26.6160594603572	29.7167328701988	29.3027315838082	34.8358848884338	35.893904252509	28.0879273867207	28.5854541427142	34.4512048879595	35.7177129813822	40.3631199468716	39.4709923914168	34.3099858296569	36.7096612361752	30.4110012044196	28.0480080181995	24.8150079883772	26.7598179014038
CD99	109.09485440787	114.54770304002	116.102693249082	114.711904153155	119.23750603458	145.69056795176	159.561399689115	154.651662051556	174.771499640629	164.570011053025	114.467975163525	110.754348870563	95.0457063910893	83.728735935326	98.3482349751818	91.1862629504317	70.7089152113743	87.3094968304273	84.1538489805665	97.3744271235733	173.846080050011	177.974371429718	215.318024383252	205.486183909277	223.643118900919	228.583470756479	242.490142802546	214.965983021838	215.471492513879	218.651423485521
HS3ST1	39.3265830308743	42.4775165784992	42.7810550281064	41.7057291648271	30.735810513484	36.851674968579	31.8961504053803	30.711806097693	38.8437676160209	39.4114349236494	35.1142479497332	33.0201400203051	20.8922548301754	21.2289325026863	15.8691396619769	18.9088568064683	14.459027528124	17.2066084396807	21.0522038925911	17.2599306446505	10.4780587647403	10.1578151997317	11.7245253179008	10.9294157414098	10.7279110622308	11.2297486903912	8.561724859771	8.21504156415403	6.63930953768726	7.50855649976099
AOC1	0.0485513370751535	0.0943944812855538	0.0403975968159645	0	0	0.0451613663830625	0.120971493320026	0	0.152727788791694	0	0	0	0.0468436206954605	0	0	0	0.0610085549709873	0	0.027483294898944	0	0	0	0	0	0.0483239237037421	0.0774465426923528	0	0	0	0
WNT16	22.9647824365476	20.3420107170368	22.0570878615166	23.2215469690569	20.9265092857764	22.5355218251482	21.7345449664981	22.945262824911	18.7346087584478	18.8757534291365	5.1888570218714	6.32012915434704	8.90028793213749	9.22203089364005	9.04642038055372	8.59493491203104	2.98941919357838	5.82063312202849	5.02944296650675	2.21495478006411	20.5076403060871	18.945506488802	22.8243833032905	20.9370735287248	21.2625264296465	24.4731074907835	24.9793693041347	28.7010866362704	29.3824762518926	30.2600472471571
HECW1	0.631167381976995	0.283183443856661	0.282783177711752	0.21148949880744	0.163488353795128	0.0903227327661251	0.282266817746728	0.295305827862432	0.101818525861129	0.331985613075266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAD1L1	94.2629064447813	105.546717277036	69.3626737330111	70.3134906895119	62.4890635487531	71.490442984388	80.5710469342482	76.5432705819425	122.267249502449	111.120327347907	62.5373573103235	55.4552466189528	46.4688717298968	39.490379816825	51.5999732320969	50.6901277602575	36.4221073176794	42.1036007463784	44.1744495569706	37.9229512466713	92.2676654081564	94.7747780961016	94.5996208354823	85.9868491462724	95.2169760266165	100.056673598672	108.356453332801	94.2478377273312	96.9640551233129	93.3206307827437
LASP1	297.23128557409	306.876458659335	275.673200672142	276.162987542755	327.848645477163	374.590050236985	297.872140385011	332.278117510809	265.288169131173	254.348406131807	319.606753631648	313.539241523409	262.090057791101	263.512684743022	240.917798626255	243.776339970071	207.856146786154	225.88141168293	193.152596549778	156.634915390194	404.97493272438	395.304371051885	432.606153430578	391.5496109287	367.068524453625	370.852769682332	331.759166519657	310.38420637787	272.305865648549	262.29137968338
SNX11	31.1214070651734	30.5838119365194	61.8083231284257	55.6640360861182	57.0029393565679	57.4000966728725	63.6713293174405	57.5255752676018	59.5129283658302	65.2588862273666	25.0049230622941	28.119505114528	25.8108350031987	27.0725956432107	28.9081142886968	28.0234854573663	24.5254390983369	26.2439072344091	25.4495310764221	29.212328137072	49.0878706332582	44.9306151392785	35.0294219538922	37.3311971408396	34.1166901348419	35.3156234677129	37.8679873726072	34.4413039635244	35.2683889626082	34.6071062733345
TMEM176A	0	0.0471972406427769	0.080795193631929	0	0	0	0	0.0590611655724865	0	0	0.0447315260506155	0.0337974821088077	0	0	0	0	0	0.0510581852809517	0	0.376124396614661	0	0.141736956275326	0.0480513332700853	0.197519561591744	0.193295694814969	0.232339628077058	0.153435929386577	0.240607911920829	0.0941746033714505	0.0564553120282781
M6PR	152.341957907563	150.625273787358	152.231879985472	161.262857735661	145.207086073757	153.057290036165	125.966809517521	126.262436290001	162.514076404837	157.186651018231	159.17221498325	158.737310170079	138.567645943035	136.641736064226	146.892135355815	146.426109512262	153.682990314116	143.971828527816	145.539711968001	134.910388157728	174.992143209065	164.062416714774	177.910541945823	176.43698198598	159.210898469771	156.49429265487	158.453284277518	150.873534895545	150.14304102812	152.619032324766
KLHL13	0	0	0	0	0	0.0451613663830625	0	0.0590611655724865	0	0	0.134194578151847	0.202784892652846	0	0.0456536182853468	0	0.0399764414513072	0	0	0	0	0.0407706566721414	0	0	0.0658398538639146	0	0	0.0306871858773154	0	0	0
CYP26B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0610085549709873	0.0510581852809517	0	0	0	0	0	0	0	0	0	0	0	0
ICA1	0.14565401122546	0.0471972406427769	0.282783177711752	0.21148949880744	0.272480589658546	0.135484099149188	0.524209804386781	0.265775245076189	0.101818525861129	0.0948530323072188	0.447315260506155	0.304177338979269	0.468436206954605	0.593497037709508	0.404309290751004	0.27983509015915	0.183025664912962	0.255290926404758	0.219866359191552	0	0.203853283360707	0.0944913041835509	0.288307999620512	0.296279342387616	0.0966478474074843	0.0774465426923528	0.122748743509262	0.206235353074997	0.282523810114352	0.225821248113112
DBNDD1	16.1675952460261	16.8494149094714	9.00866408996009	10.8705602387024	10.5722468787516	13.006473518322	15.1214366650033	14.3813938169005	15.9345992972668	13.7062631683931	1.02882509916416	0.74354460639377	1.45215224155927	1.05003322056298	1.36454385628464	0.879481711928758	0.427059884796911	0.61269822337142	0.714565667372543	0.417915996238512	77.0565411103472	81.3570129020373	85.7716298871022	82.6619365261447	101.963479014896	100.796675314097	109.553253582016	98.0305378283151	95.7284843270795	85.5862530348696
ALS2	19.2748808188359	19.3508686635385	20.8451599570377	22.4601847733501	19.1826335119617	15.5806714021566	12.9842736163495	12.8458035120158	12.6254972067801	12.2360411676312	14.0904307059439	13.181018022435	11.4766870703878	11.6416726627634	13.2411292720954	15.231024192948	23.6713193287431	19.6574013331664	21.60186979057	22.9435881934943	12.9242981650688	14.0319586712573	11.7725766511709	11.0281755222057	12.9024876288992	11.7718744892376	11.5383818898706	11.8241602429665	12.0543492315457	10.5006880372597
CASP10	3.05873423573467	3.58699028885104	1.97948224398226	1.7765117899825	1.79837189174641	1.58064782340719	1.81457239980039	1.65371263602962	1.27273157326412	1.5176485169155	2.63916003698632	2.09544389074608	1.21793413808197	1.14134045713367	0.808618581502009	0.999411036282679	3.3554705234043	2.39973470820473	2.25363018171341	3.05078677254114	0.448477223393555	0.425210868825979	0.720769999051279	0.493798903979359	0.67653493185239	0.813188698269705	0.644430903423624	0.240607911920829	0.517960318542978	0.338731872169669
CFLAR	317.715580199468	297.854706110469	293.317659033451	297.350005533284	336.636144493651	263.399604906238	254.802659618282	269.057274047052	246.839161337765	241.003058751343	140.682886005488	132.526348870236	113.310970972663	124.922452250377	112.600137474155	134.531519122841	186.179197119412	165.919700052686	168.16176166522	134.860238238179	138.308744868305	132.895404942871	133.044531558212	130.624953268929	141.728269352231	126.594505917633	126.589551693666	147.384032721516	121.778121365656	119.294026187594
TFPI	0	0.0471972406427769	0	0	0	0	0	0.0295305827862432	0	0	0	0	0	0	0	0	0	0.0510581852809517	0.027483294898944	0.125374798871554	0.0407706566721414	0	0	0	0	0	0	0	0	0
NDUFAF7	13.4841628458824	14.7057162394764	15.3668418528247	14.39651316282	15.984801311729	7.93304561884877	6.10059240812893	6.06883006840085	6.44256722386297	5.28663375564284	7.8342794725048	7.09206364571221	8.00510634064724	8.04005871623242	7.07541258814258	8.98670403825385	11.451915853604	9.76589909868762	15.7699146130141	12.4672699997873	8.49334319794049	6.91534609667317	8.18986924255334	9.12375774919196	9.42074892604453	7.00194192481562	6.30928541637605	5.76943400227303	7.18505136422482	5.36833562076897
RBM5	275.173927627477	249.317063833437	220.312333995544	218.661530690998	191.114615819429	84.8509816151532	95.6235298480591	98.4083046885327	110.615137402902	106.039050407209	95.3600091804837	101.275169063506	129.928276978171	117.689092969247	85.609965383458	118.262706509817	197.683580330291	161.825854756859	229.513545366979	225.130093425698	103.897902930451	97.4918755478996	82.0548592586611	91.8683232919359	98.6832510738859	84.0085882546759	83.2791919057173	94.3007714679538	100.968830131684	93.4775765501823
MTMR7	1.88087879829145	1.28612480751567	1.96251525331956	1.61831764487453	1.75205019150445	0.947033853052822	0.958094227094608	1.31086256988134	1.22538595873869	1.70925164217608	0.976936528945443	1.28464229495578	1.09660916048073	1.37828273603462	0.89352353255972	2.02480675950871	2.03036470943446	1.66807091312869	2.3553183728395	3.01484599686463	0.809705241508728	1.03609715037264	1.22530899838717	1.01623814438952	1.48547741465303	1.00448165871982	1.54295170591142	1.42371138739439	1.62969151134295	1.35266927619754
SLC7A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF5	84.5764291849174	83.6259588604978	84.2233336977318	81.0364312580467	86.7033236293495	90.4582168652743	97.6643189403679	93.7596003463223	98.6112422965039	100.069949084116	89.060021051515	88.1776308218793	71.2023034570999	64.0520264543416	80.4570434728364	73.796510919113	84.6188657447594	84.1438893430083	90.8787364093891	97.4998019224448	105.10063730228	105.64127807721	92.3066112118338	96.0876703268049	97.9042694237816	103.19751813756	107.036904340076	94.7995172968068	108.15811935306	102.510991027827
SARM1	42.393085480541	39.5470399069892	34.6106410720776	41.230300771508	47.3206140836411	39.5505182236309	32.6969816911588	32.2016239992589	31.5942885747085	31.0667394064218	25.1458273693535	27.6656049298067	20.1924111369852	17.7250172992859	19.6994648052293	18.3531842702951	22.98375291422	24.0780190147912	26.5395185521142	17.8491921993468	18.2391609688492	16.5695226451066	23.665281635517	21.331783452639	21.8631928012841	21.3973180477567	20.3084727417486	20.9892593336193	19.3392256753442	17.0743445698324
POLDIP2	68.4389357678779	63.6454790067847	90.8929769320475	86.7009659941052	88.1894327653472	103.944304094584	88.1414429862154	91.3732339513659	90.5762333281728	91.5488269267969	74.6779407957211	72.2924762559186	64.28818504245	63.2252394271939	71.9246012781499	67.6413382288553	62.275092572185	64.7867101392939	58.6625432958979	62.7208327154759	99.3923376616131	97.2948611786769	103.652972536899	96.5732392490512	93.1951030588519	94.1595066053626	85.1796493270995	83.2300577148879	74.1587331708824	66.023922863951
PLXND1	300.969738528876	301.118395300917	90.8137976422882	98.1311274466521	115.150297189702	102.922753987	143.593162570871	143.430040592783	234.997157687487	208.39211197896	158.349602219179	153.508163738205	110.4104139792	112.810090783092	48.6181922128083	53.8482666349108	96.210491189247	84.1949475282893	147.337943953239	132.019663211746	47.4978150230447	49.0409868712629	55.9317519263793	50.861287109874	78.333080323766	66.720196529462	84.6352586496359	94.2151837964276	85.5576271629628	83.8925936740213
AK2	144.667933569464	145.16172121055	168.52423078135	164.015182073141	155.804401166757	153.864775267094	124.686931118195	125.872337291395	108.762549324858	109.628763414876	116.96488894767	119.128013037841	105.77289553035	103.583494527623	134.768415886032	127.604801112573	103.83656056062	114.091046755845	105.865651950732	85.0459052345372	143.991766701835	149.626980174653	176.450261927746	178.886882948256	167.436596762622	146.93584035578	140.605003227554	141.287715684619	133.059767976539	142.493207559374
CD38	1.65074546055522	2.40705927278162	0.646361549055432	0.888255894991248	0.599457297248802	0.18064546553225	0.362914479960079	0.0885917483587297	0.509092629305647	0.237132580768047	0.0447315260506155	0.0337974821088077	0.0468436206954605	0.182614473141387	0.151615984031627	0.159905765805229	0	0.30634911168571	0.027483294898944	0.167166398495405	0.0407706566721414	0.141736956275326	0	0.0658398538639146	0.0483239237037421	0.154893085384706	0	0	0	0.0564553120282781
FKBP4	73.5528481020038	79.1011594000748	93.7539347385541	96.5229612977203	89.973090705252	99.8061680929044	72.2171588438782	73.1472535615245	81.6014393661436	85.1780230118825	81.4010891611286	81.6540408252373	72.8886738021365	68.6164752105105	84.991372168609	83.1094227196096	135.851409867196	98.2870066658319	108.144566763753	165.741304948231	40.6891153587971	42.5683325346897	77.4587492313775	74.298629089081	52.9146964555976	47.9394099265664	51.7385953891538	50.3901712679908	59.0940927425683	56.6800041701507
KDM1A	98.7534196108622	95.2912288577666	75.099132480878	81.7195423391948	91.0085169459545	78.5356161401458	79.2363281246172	76.6909234958737	71.2729681027906	71.9460250050255	82.9322492978412	78.3425635282163	71.9049577675318	68.2521593365935	62.5163240823741	65.8811755117542	69.5497526669255	69.74548109378	69.175453260642	51.7797919339516	60.6259664714742	59.0098194626275	60.4485772537673	59.5521478199107	62.8694247385685	60.2146869433043	65.1488956175406	61.2175273044282	57.0227223414133	60.1249073101162
RBM6	178.491708056241	172.341196179506	157.88471570793	166.949810358593	139.141668147957	78.5658742556224	69.6957096847778	65.9373617742632	90.5619787345523	84.5709636051163	73.5797818311785	73.7515135585558	86.2648696917252	68.1151984817374	88.6953506585016	104.380087687021	122.078118496946	111.000494800789	135.292290631981	124.189589106221	41.5452991489121	41.1982086240282	44.0630726086682	43.125104280864	45.5211361289251	41.2790072550241	44.7419170091259	49.9089554441492	42.0018731036669	39.9703609160209
CAMKK1	18.0125460548819	20.3420107170368	9.57423044538359	9.98230434371116	11.0082158222053	6.50323675916101	9.5164241411754	10.4242957235439	9.82548774559899	7.01912439073419	25.5864329009521	23.2188702087509	2.71693000033671	4.74797630167607	6.21625534529669	8.71486423638497	23.854344993656	20.3722159270997	24.5700656396559	26.2033329641547	4.48477223393555	5.10253042591175	7.06354599070254	7.43990348662235	10.8245589096382	7.97699389731234	8.68447360328026	8.3869043583832	7.91066668320184	8.01665430801549
RECQL	88.3891656854292	85.4473003769026	79.8987709585828	84.76710601701	69.9997185221013	59.2968740609611	51.387883885725	48.5843054115831	50.1298421150978	50.9137878863843	77.6628755290787	78.9644371990183	63.2435723009412	66.6625003478977	69.8944632519665	80.8687431762638	89.1280080426651	80.1082503784019	80.0929173262985	53.9036410268358	37.652516849856	35.6596008293094	34.4388710680028	35.4636496859896	33.5527499452193	30.9739702843796	28.9352544355795	31.4797642933675	33.3227416569541	32.0310503854842
VPS50	34.3743466492087	32.3301098403022	28.3995105616231	27.2398474463983	23.814803536157	21.1806808336563	17.6215141936172	17.9250637512496	20.1600681205036	21.7687709145067	24.199755593383	24.435579564668	21.2670037957391	23.1463844706708	21.0746217803961	23.6660533391738	23.915353548627	21.8018451149664	25.037281652938	20.9793830111733	22.790797079727	22.0164738747674	17.490685310311	20.9699934556568	16.0435426696424	19.1292960450111	16.9700137901554	17.9081031586789	17.8931746405756	17.2753254806531
HSPB6	0.0485513370751535	0	0.0403975968159645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0417915996238512	0	0	0	0	0	0	0	0	0	0
ARHGAP33	11.8839107758853	11.2673972586501	10.5409449371896	12.0971993317856	12.4741613945683	3.43226384511275	3.18558265742736	3.56699909475032	3.6145576680701	3.41470916305988	1.38667730756908	1.3181018022435	2.67008637964125	2.69082426173834	3.18393566466416	4.75519771063299	6.40589827195367	5.10326561883112	9.97341288587778	7.98219552815558	1.30466101350852	1.22838695438616	2.16230999715384	2.83111371614833	5.31079921504126	2.98169189365558	2.27085175492134	2.57587955990671	2.77815079945779	1.01619561650901
NDUFAB1	24.7126305712531	24.6841568561723	30.4597879992372	31.4696374225471	29.2099192113962	35.4968339770872	30.3638448233266	28.6446653026559	32.8873838531448	33.0088552429122	25.4522383228002	24.2327946720151	23.6560284512075	24.3790321643752	32.2942045987365	26.1046162677036	29.3451149410449	28.1841182750853	26.6038294621778	37.361690063723	34.5327462013037	34.1113608102619	38.0566559499075	38.6479942181179	32.0870853392848	32.1403152173264	27.8639647766024	26.9137135762871	28.2052937097494	29.2438516306481
PDK4	2.42756685375767	1.93508686635385	0.080795193631929	0.084595799522976	0.217984471726837	0.18064546553225	0.241942986640053	0.236244662289946	0.305455577583388	0.331985613075266	5.81509838658002	5.94835685115016	2.99799172450947	8.90245556564263	1.36454385628464	0.999411036282679	5.55177850235984	2.34867652292378	4.89202649201203	6.35232314282538	1.06003707347568	1.18114130229439	0.240256666350426	0.131679707727829	0.241619618518711	0.309786170769411	0.153435929386577	0.206235353074997	0.141261905057176	0.225821248113112
SLC22A16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYND10	0.388410696601228	0.75515585028443	0.400744160414368	0.592170596660832	0.599457297248802	0.135484099149188	0.0806476622133509	0.0691015637198092	0.0509092629305647	0.237132580768047	0.134194578151847	0.270379856870462	0.187374482781842	0.182614473141387	0.101077322687751	0.359787973061765	0.305042774854937	0.510581852809517	1.04436520615987	1.12837318984398	0.203853283360707	0.141736956275326	0.0961026665401706	0.197519561591744	0.483239237037421	0.116169814038529	0.276184672895839	0.137490235383331	0.0941746033714505	0.225821248113112
ABCB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARX	0	0	0	0	0.108992235863419	0	0	0.0295305827862432	0	0	0	0	0	0	0	0	0	0	0	0	0.0407706566721414	0	0	0	0	0.0774465426923528	0.0306871858773154	0	0	0.0564553120282781
