"","D1_p1_rep1_auto","D4_p1_rep1_auto","D8_p1_rep1_auto","D11_p1_rep1_auto","D14_p1_rep1_auto","D1_p1_rep2_auto","D4_p1_rep2_auto","D8_p1_rep2_auto","D11_p1_rep2_auto","D14_p1_rep2_auto","D1_p2_rep1_auto","D4_p2_rep1_auto","D8_p2_rep1_auto","D11_p2_rep1_auto","D14_p2_rep1_auto","D1_p2_rep2_auto","D4_p2_rep2_auto","D8_p2_rep2_auto","D11_p2_rep2_auto","D14_p2_rep2_auto","D1_p3_rep1_auto","D4_p3_rep1_auto","D8_p3_rep1_auto","D11_p3_rep1_auto","D14_p3_rep1_auto","D1_p3_rep2_auto","D4_p3_rep2_auto","D8_p3_rep2_auto","D11_p3_rep2_auto","D14_p3_rep2_auto","D1_p1_rep1_B","D4_p1_rep1_B","D8_p1_rep1_B","D11_p1_rep1_B","D14_p1_rep1_B","D1_p1_rep2_B","D4_p1_rep2_B","D8_p1_rep2_B","D11_p1_rep2_B","D14_p1_rep2_B","D1_p2_rep1_B","D4_p2_rep1_B","D8_p2_rep1_B","D11_p2_rep1_B","D14_p2_rep1_B","D1_p2_rep2_B","D4_p2_rep2_B","D8_p2_rep2_B","D11_p2_rep2_B","D14_p2_rep2_B","D1_p3_rep1_B","D4_p3_rep1_B","D8_p3_rep1_B","D11_p3_rep1_B","D14_p3_rep1_B","D1_p3_rep2_B","D4_p3_rep2_B","D8_p3_rep2_B","D11_p3_rep2_B","D14_p3_rep2_B"
"ECM proteoglycans",0.219460280703881,0.340305700474275,0.397720308247386,-0.045467231834028,-0.449291685543389,0.06654744961496,0.141040341049371,0.283318342547329,-0.252885080774668,-0.240181435444023,-0.606000044275699,-0.532395098852189,-0.524608507009702,-0.199392122147686,-0.21972775268648,-0.0690322070471165,-0.517766328915669,-0.704985544575687,-0.441330724019221,-0.413465382984321,0.528303711946337,0.184965880017619,0.488479007631707,0.671674682278283,0.411796044507092,0.227589889928732,0.545385886758682,0.34019893156195,0.672385184131423,0.90749911779084,0.304186038871679,0.00523515962004871,0.151395703435725,-0.394451879069556,-0.574477504044591,0.350178036052461,0.0245672353643606,-0.470856215199033,-0.41827036227084,-0.534125392071404,-0.787911095876011,-0.405015151026503,-0.779727932375872,-0.12269871567221,0.0720614646972725,-0.491436468559487,-0.562671820440203,-0.435967134430272,-0.0710619582161396,-0.666272541812082,0.227429152253078,0.289608614656042,0.729751274921246,0.476458942308082,0.58036992369069,-0.173816279398406,0.341344492032577,0.566054678088069,0.759097293932126,0.800880827459163
"RHO GTPase Effectors",-0.230239806668884,-0.348089010279171,-0.287500471949528,0.113264982704893,0.113685925828897,-0.171522979920399,-0.434691537865129,-0.302423518172652,0.229217512136343,0.114362862631255,-0.514580471772141,-0.326796480430807,-0.456452043997513,-0.327324819524262,-0.441203812085023,-0.576173414885102,-0.249551200367021,-0.440059827036582,-0.259483606336275,-0.419724598044489,0.538080894368493,0.783224609102392,0.870990524379497,0.714959759700622,0.790772081066806,0.701101607068939,0.753341642898297,0.7376351520875,0.790383089720074,1.03530599353666,-0.205496962361601,-0.47296563296591,-0.539598544554289,-0.147959650705922,-0.23729153568527,-0.174325459650099,-0.411052017690699,-0.240477500876937,-0.0362513024051086,-0.198478545519708,-0.618190018768528,-0.336455043429663,-0.582408674372464,-1.08062417972801,-1.06966898098213,-0.543196607055134,-0.449930245245744,-0.617876418924637,-0.894179456987662,-1.24989355407481,0.59300050370747,0.849624320777795,0.835748515237872,0.843271473802729,0.598355549344386,0.601123934242732,0.772718174310274,0.952888408826727,0.76018137721485,0.798899036623812
"Basigin interactions",-0.228110553223125,-0.132851163048604,-0.135992896354241,-0.0257534975535759,-0.193361551042432,-0.238079288467777,-0.191368228715756,-0.136951396992596,-0.0227816023219938,-0.179128764464106,-0.365420779999622,-0.58957388497184,-0.268177436724142,-0.285978240988528,-0.442826307260375,-0.346774238155359,-0.472107675432785,-0.178515082923512,-0.324010130319736,-0.470457409615518,0.577802727633252,0.671799983535815,0.896296113496778,0.774077748547795,0.771983311998168,0.568411472979081,0.64146458751623,0.903379935323232,0.856708422880844,0.611044094473123,-0.255170302473325,-0.154556491125731,-0.0735415286015157,-0.231773007762005,-0.281603883991025,-0.364590213718025,-0.131789398352484,-0.00548809627650419,-0.16851513854311,-0.244888442016218,-0.730789600893442,-0.756038488176361,-0.576137458213565,-0.524761532924897,-0.700291219511766,-0.735216657879741,-0.887282968330948,-0.535327136944947,-0.533192066097965,-0.627938330141828,0.269652758935986,0.707848624012384,0.80847882424596,0.917214505380337,0.576044869845954,0.243103692922498,0.644336912110432,0.885759124497259,0.769747100833515,0.651957279382382
"Muscle contraction",-0.486425857804756,-0.457085745706538,-0.28439951239005,-0.104270582380679,-0.139529033847433,-0.482072546608223,-0.42339980857283,-0.21350163702876,0.0369128158044504,-0.237240695208004,0.31136845057098,0.0184876409446344,-0.0268829834893406,0.0304592564964532,0.0505554371531817,0.335100826358533,0.223426708624472,0.00409853962840281,0.299988075425076,0.208568963161776,0.554201576896455,0.703503110754396,0.673969708880545,0.49458198385764,0.801929494463716,0.481405238523908,0.746505567808558,0.677276821724288,0.762457316561351,0.281711678597177,-0.599327098814222,-0.820894854840939,-0.748247607909808,-0.435218938367185,-0.492737395765055,-0.654755463312547,-0.850971264341416,-0.565065597744045,-0.38986803859055,-0.535509736460436,-0.0131346421468978,-0.153315741946035,-0.293509131337765,-0.567840702858577,-0.577874280151007,-0.0166593966405894,-0.298217834178776,-0.447967482754401,-0.412889721187665,-0.451265296840574,0.206254954112322,0.386919635079921,0.553269150221943,0.618329840633131,0.568301883029029,0.262679333516591,0.292933152245429,0.529893868570633,0.539579921786137,0.525407677793971
"Smooth Muscle Contraction",-0.415011584375904,-0.371128794490829,-0.395783469930009,-0.180772212040132,-0.383769204170213,-0.384323906919361,-0.393375835675533,-0.257947583675257,-0.0959924470092356,-0.237882091895753,0.212938251315475,-0.0373390524560054,-0.126624446672794,-0.00553127705815452,-0.263159172517665,0.137206935935,0.0128381974061961,-0.18721166840098,0.102136045311281,-0.0974784444261549,0.782960634954746,0.938205167521775,0.810058843675699,0.609367443213153,1.04755896341215,0.788598486340857,0.977025812959288,0.903394797453839,0.825264231995512,0.591252977036142,-0.738917054651553,-0.792110829913983,-0.796060901922643,-0.598747198856484,-0.552416112422371,-0.717357692933804,-0.749774399510052,-0.6691396353854,-0.565165981612788,-0.598797869850266,-0.414813956095346,-0.36187503303121,-0.467842778800326,-0.583340679705198,-0.794715752665776,-0.441233994795382,-0.523958316858015,-0.607477846411178,-0.547880977824113,-0.65619619601556,0.474869014821194,0.713904576056634,0.8104634651289,0.991732551549221,0.628871654396604,0.491342056983909,0.60064879152968,0.964403529693514,0.873474387768219,0.722637584516447
"Class B/2 (Secretin family receptors)",0.160403546049506,-0.0829895819446541,-0.0693871235825022,-0.145181493130245,0.0926317023750487,0.265333538218387,-0.210817472021329,-0.221901423784165,0.138787173101848,0.17104062325254,-0.0249760466624967,-0.334838578646112,-0.553119402076386,-0.16232561523075,-0.331762602140888,-0.195895449861409,-0.316041145010713,-0.34683402944947,-0.183917793022916,0.0438634975403411,-0.00363609013380059,0.440828154221129,0.251774093538849,0.216623925942904,0.663503948391446,0.142679032319281,0.584109816866719,0.129996972935955,0.60034883751836,0.432901059773094,-0.186156000954827,-0.464093654578517,-0.408296606457803,-0.00725841987647857,0.261083611489956,-0.0268042278769542,-0.382352275631923,-0.21705803872141,0.0535282373909793,0.262355819317238,-0.100042359029834,-0.582015766354348,-0.389902070807132,-0.447385225104374,-0.356249825523111,-0.0634437377899829,-0.351768352483647,-0.60397695182606,-0.453359096956435,-0.286550854131976,-0.107341939225265,0.574595764906311,0.431722043251424,0.536414286732356,0.404763767225027,-0.0213459441414322,0.286631878936788,0.504848992764325,0.543006945167218,0.445247924942315
"Glucagon-type ligand receptors",0.805194052813574,0.625435197229696,0.436559664024334,0.215464565641124,0.491003577669869,1.0733229774833,0.447298642908436,0.245821986531073,0.345311765581192,0.563064154231485,-0.13307103545723,-0.47130394387739,-0.689286496101465,-0.245564851783939,-0.522636501851562,-0.245789827351022,-0.329521207426216,-0.395925163726967,-0.232427084980668,-0.20982995975357,-0.0748889898409616,0.325415774299144,0.0268864864813113,-0.00617328378100668,0.563785266133191,0.0377336504197657,0.213323068699914,0.00323396237960117,0.315880257660902,0.148864970854258,0.220739705046141,-0.150765857986231,-0.192966911405271,0.136658388472288,0.397126441518551,0.22302311753026,0.0459917699432457,-0.0128549907342862,0.206759850362184,0.451617543236586,-0.102913215715668,-0.575634526036871,-0.467932745094224,-0.786894660226364,-0.849763181874642,-0.108705985853681,-0.351712287974886,-0.680735331954813,-0.779499914304187,-0.838065213884091,-0.319283818917957,0.104754287832862,0.140832100716931,0.223931817472982,0.162413510771279,-0.112816717452976,-0.0860398242586449,0.117867241520906,0.323338046977437,0.334349687162973
"Anti-inflammatory response favouring Leishmania parasite infection",0.951947097585283,1.01828263110815,0.62324619290552,0.208601720559202,0.267456756653909,1.06634019049151,0.984293363570414,0.606948406786221,0.280715085177285,0.435391369498679,-0.3731941009217,-0.114491176958317,-0.311951870573734,-0.377799732187269,-0.103681933484224,-0.335108881297105,-0.154506276783098,-0.370317012645191,-0.248929076043377,0.000458636280194239,0.100346569275307,0.0707717667781088,-0.0153838766799956,-0.119359334987084,0.22835782921611,0.0115289496852886,-0.0581576517745695,-0.0762199111804975,0.0585942405299812,-0.000404603057948261,0.500582606378456,0.141100654953698,-0.061218132720015,-0.148617268969994,-0.116121929766313,0.598129480465662,0.125354674533732,0.0229722431736602,-0.0303275525048107,-0.0771210216109048,-0.473898297878861,-0.10252416578437,-0.383691506194199,-0.570768501932877,-0.257886703692172,-0.416391296308242,-0.231269865850096,-0.439141339605758,-0.529542936541915,-0.191693752368467,-0.192895242050084,-0.359531528984451,-0.198957358331735,-0.174697991483605,0.0660997412986687,-0.0705360372770061,-0.326426529846181,-0.264183714081471,-0.144454196325017,0.0538821017776166
"VLDLR internalisation and degradation",-0.812138194965465,-0.478898277556367,-0.50118006871492,-0.0132430474072236,0.044299152736191,-0.719642377947094,-0.576029717865278,-0.453343180211627,0.159958058640669,0.0689201416784421,-0.341208835040008,-0.868740668424565,0.119682331542959,0.0373616401223123,-0.447391918993091,-0.350249267635615,-0.582130959897975,0.0751747594299582,0.0574382560922569,-0.0962208796906287,0.747971952621251,0.951299667847332,0.985708732935981,0.788732986970458,0.596946343806252,0.763552704318968,1.18642414715904,1.03068614221432,0.887865225753736,-0.183512685671827,-0.873479629296505,-0.483257083068786,-0.197325303339547,-0.0987779612144892,-0.675841614167384,-0.881431482371624,-0.456508534015788,0.424369556025663,0.0831969372197479,-0.734262489598195,-0.492723228621168,-0.748390301205208,-0.726620986982389,-0.70359399896434,-0.915078969392175,-0.393909909641921,-0.855824279738307,-0.830528942068861,-0.561127030599154,-0.539995388630906,0.331356261694144,1.35593484451926,1.16956810339869,1.1119875058732,0.544904250275805,0.538110006572232,1.08555312933275,1.28017587681885,0.552430344051033,0.61299815328694
"Clathrin-mediated endocytosis",0.120351133463605,0.0256443978495316,0.0988556997620368,0.186285589719456,0.145520268638948,0.106026972389243,0.0273128405026186,-0.0617895919228576,0.276718038313597,0.256012759594973,0.622398493083436,0.531606814591977,0.521458303532889,0.509672550753895,0.486731437552454,0.55770684910718,0.665763546586926,0.491310060709476,0.525998684210618,0.48689015018567,0.198014303098058,-0.0663956953187201,-0.22091831152829,-0.25135426145778,-0.0730363127636099,0.196345030754826,-0.0839169737357209,-0.186763499168211,-0.168446419909777,-0.232728143306129,-0.119305949414375,-0.364489320997885,-0.397484535859816,-0.253295136883261,-0.274375550004633,-0.118187089322901,-0.348197303572077,-0.212354552837578,-0.180380010314191,-0.257666028369183,0.0877530996773979,0.242531280185047,-0.126226101693018,-0.0791171742088218,0.0269802295599261,0.117253204450515,0.126545416626067,-0.285490427294582,-0.0708368606311034,0.208740973664574,-0.322394140467131,-0.538856465130138,-0.351867130473352,-0.333922895378218,-0.17435733217332,-0.242683846851879,-0.455295920739755,-0.388687766198212,-0.341973782131759,-0.263633598506657
"LDL clearance",0.216344690082897,0.182375283499121,0.143414421544689,0.268545255874929,0.298193961237514,0.233591348094134,0.234496911809305,-0.0922778714391836,0.421482947674964,0.444743480790756,0.542114741419938,0.251449810488952,1.5415440067892,1.10368309454295,0.322594279249469,0.460416527668225,0.47434882360286,1.47634446252879,0.822806391396662,0.483598572069013,0.190453747692822,-0.0390336664827913,-0.342433132018772,-0.522793402307048,-0.378593703536805,0.230453546554579,0.17052390479227,-0.161345152678985,-0.510882877567428,-0.777094124851326,-0.225466151853495,-0.435788935862359,-0.353548211107004,-0.377998499758363,-0.278037351742109,-0.225961643763075,-0.314070012657798,0.0519707488356498,-0.268009597573309,-0.397044929322113,0.33337588978985,0.162061948512648,-0.0585596784980408,-0.465570767877077,-0.289670494907451,0.424534532085373,0.117440681178875,-0.342559572750376,-0.23755897277298,-0.0497753858445169,-0.283698917417351,-0.183332282112883,-0.57888089982443,-0.511859969994837,-0.615836501746389,-0.161314880327264,-0.327832453737029,-0.428485105949944,-0.674495087798959,-0.693093773724941
"Amyloid fiber formation",-1.04981745117442,-0.717535669061429,-0.659713530334352,0.334081623016904,0.0585564960183546,-1.02001125136083,-0.731859124924811,-0.732605313386296,0.652866742321572,0.202374135617017,0.054474577922393,-0.160951044691408,0.0639032518374918,0.466645782928886,0.0971851019308013,-0.152658342734047,0.0820563620692845,0.207523103641822,0.526769691088043,0.572667287694372,0.473866667471013,0.64596584369846,0.570590823615312,0.358119356482684,0.75866763310748,0.77907806797466,0.628811584294918,0.523594605777222,0.503028142444667,0.261302605561732,-1.3568338235276,-0.773549088458741,-0.904624347931489,-0.0254540344766898,0.166403621051514,-1.22350981203877,-0.830446474690488,-0.253268582747423,0.146172631438537,0.118825061958784,-0.507804519809565,-0.163106907725618,-0.0118082682348873,-0.054594055547167,-0.675212754114301,-0.455568655980649,-0.461053738149327,-0.381956076665224,-0.20426575966209,0.344694604251194,0.322493744363456,0.234439849898648,0.177531657508133,0.636702481653953,0.60909405260792,0.408533830998548,0.166506180673714,0.397540650909396,0.367362478716858,0.589778294881873
"Triglyceride metabolism",-0.375606411405798,0.0571023662231367,0.0778664496872184,0.106787485095994,0.265725671584567,-0.185843959183534,-0.107162318824117,0.112574692685742,0.390719600437907,0.142318890445502,-0.753896296194126,-0.532073708832871,-0.524218944755098,-0.787421725095047,-0.711649193958806,-0.623813956673505,-0.608363926231107,-0.442386680584246,-0.626239411791493,-0.51155247386228,-0.0584592821563889,0.460853280194751,0.60153673274397,0.745137239654848,0.820513425509293,0.0652348373027281,0.654247308712637,0.4341491893703,1.01468062684191,0.753018880143653,-0.302235599711914,0.0678044570119501,0.127216866949477,0.120189211615557,0.308026379434516,-0.208277014456249,0.142649472679393,0.148453971476955,0.159901573425665,0.628493238654042,-0.857936474455425,-0.794051094359433,-0.746848014344117,-0.680860013824134,-0.714677025641249,-0.777195410360542,-0.826010636341415,-0.678251261764088,-0.46312240213411,-0.767403184226018,-0.0108868309639552,0.44632478219687,0.914303187531374,1.06282617819852,0.938273543522076,-0.192005454153136,0.660504904822288,0.831928008806919,0.739966429334846,0.869119823989608
