V1 V2 V3
AHRR BHLHE40 -0.674196918989832
AHRR E2F5 -0.472738021352393
AHRR EBF1 1
AHRR HOXA10 1
AHRR HOXB13 -0.735726008596209
AHRR IRF4 0.704388309317923
AHRR MNT 0.668280473488571
AHRR NFKB2 0.747936019917389
AHRR NR3C1 -0.715865888695388
AHRR PAX5 1
AHRR PITX3 1
AHRR TBX21 1
AHRR TEAD4 -1
AHRR TGFB1I1 1
AHRR ZBTB32 -1
AHRR DOT1L -0.0434782608695652
AHRR HDAC1 0.0434782608695652
AHRR NEUROG1 -0.0434782608695652
AHRR SP1 -0.0434782608695652
AHRR SRSF2 0.0457633265089639
AHRR STAT1 -0.0434782608695652
AHRR ARID4A -0.0434782608695652
AHRR ELF2 -0.0434782608695652
AHRR ETS1 -0.0434782608695652
AHRR ETV3 0.0434782608695652
AHRR EWSR1 0.00361531427719655
AHRR HDAC3 0.0434782608695652
AHRR HHEX -0.0434782608695652
AHRR HOXB9 0.0434782608695652
AHRR ING4 -0.0434782608695652
AHRR NANOG 0.0211402742241646
AHRR NR2E1 0.0434782608695652
AHRR SIN3A -0.0434782608695652
AHRR SIX1 -0.0434782608695652
AHRR BHLHE41 0.0783588500488046
AHRR ERF -0.0434782608695652
AHRR MAFA 0.00109855035855216
AHRR ZNF804A 0.00143816597104989
AHRR FOXC1 -0.0434782608695652
AHRR FOXF2 0.062396012758222
AHRR MBD1 0.0788079430429686
AHRR MYOD1 0.0434782608695652
AHRR RUNX3 0.0434782608695652
AHRR STOX1 0.0250086311817951
AHRR ZGPAT 0.0434782608695652
AHRR FHL2 0.0434782608695652
AHRR FOXH1 0.0434782608695652
AHRR FOXO4 0.0628692104864038
AHRR HEY2 0.0434782608695652
AHRR KLF1 0.00491717915604684
AHRR KLF3 0.0434782608695652
AHRR MAX -0.00105177920902878
AHRR MEIS2 -0.0434782608695652
AHRR MXI1 0.0434782608695652
AHRR NFIA -0.0628694447615243
AHRR NUPR1 -0.0434782608695652
AHRR RELB -0.0434782608695652
AHRR SALL3 -0.0434782608695652
AHRR SMAD2 0.0434782608695652
AHRR TBX1 0.0434782608695652
AHRR TP53 0.0628692485750497
AHRR CREB5 0.0434782608695652
AHRR HOPX 0.0434782608695652
AHRR HOXB7 0.0434782608695652
AHRR KMT2B 0.0624887604615899
AHRR MYBL2 0.0202793485411528
AHRR NAB2 -0.0625196557024964
AHRR NR4A1 -0.0434782608695652
AHRR SMARCA1 0.0434782608695652
AHRR ZHX2 0.0628687891035344
AHRR FOXJ1 -0.0434782608695652
AHRR HIC1 -0.0434782608695652
AHRR KCNIP3 -0.0434782608695652
AHRR SOX17 0.0434782608695652
AHRR ETV2 0.0625622896633779
AHRR FGF2 -0.0628193067161921
AHRR HDGF -0.062748410073026
AHRR HSF4 -0.0472164444387088
AHRR HTATIP2 0.0434782608695652
AHRR KLF15 -0.0434782608695652
AHRR KLF6 -0.0434782608695652
AHRR MLXIP -0.0434782608695652
AHRR TBXT -0.0434782608695652
AHRR ZNF202 0.0434782608695652
AHRR ZNF354C 0.0434782608695652
AHRR CEBPZ 0.0434782608695652
AHRR ELF1 0.0434782608695652
AHRR KLF9 -0.0434782608695652
AHRR MITF 0.0628623446597736
AHRR NEUROD1 -0.0434782608695652
AHRR NFE2 0.0628542766532628
AHRR NFE2L3 0.0434782608695652
AHRR OTX2 0.0434782608695652
AHRR SOX5 0.0434782608695652
AHRR ZNF91 -0.0434782608695652
AHRR ARID3A -0.000724932874590119
AHRR E2F1 0.0434782608695652
AHRR E2F2 0.0434782608695652
AHRR E2F3 0.00192938401783724
AHRR PLAGL1 -0.0434782608695652
AHRR TFDP1 -0.00129493824916953
AHRR TFDP2 0.0434782608695652
AHRR BTG2 -0.0434782608695652
AHRR FEV -0.0434782608695652
AHRR NFE2L2 0.0434782608695652
AHRR NR5A1 0.0434782608695652
AHRR PLAGL2 0.0434782608695652
AHRR SFPQ 0.0434782608695652
AHRR SOX11 -0.0434782608695652
AHRR SRF 0.0434782608695652
AHRR TCF12 0.0434782608695652
AHRR AHR -0.0434782608695652
AHRR ATF2 -0.0434782608695652
AHRR ATF3 -0.0628596591947803
AHRR CEBPA -0.0434782608695652
AHRR CEBPD -0.0434782608695652
AHRR CREB3 -0.0434782608695652
AHRR ELF4 0.0434782608695652
AHRR GFI1B -0.0434782608695652
AHRR HLX 0.0434782608695652
AHRR HOXA1 -0.0434782608695652
AHRR MEF2A 0.0434782608695652
AHRR MYBL1 -0.0627479606040718
AHRR POU2AF1 -0.0628156035298604
AHRR POU2F2 -0.0434782608695652
AHRR POU4F1 -0.0434782608695652
AHRR SPDEF -0.0627530247605153
AHRR TOX3 -0.062500425291953
AHRR VDR 0.0434782608695652
AHRR CREBZF 0.0434782608695652
AHRR HOXD13 0.0434782608695652
AHRR MLXIPL -0.000832498547683822
AHRR NOTCH1 0.0434782608695652
AHRR SIRT1 0.00633322339281727
AHRR TWIST2 0.0434782608695652
AHRR ZFPM2 -0.0434782608695652
AHRR ENO1 -0.0434782608695652
AHRR BATF 0.0434782608695652
AHRR CTCFL 0.0434782608695652
AHRR ETV6 -0.0434782608695652
AHRR FOXI1 0.0434782608695652
AHRR HDAC7 -0.0273646372465577
AHRR HOXD1 -0.0434782608695652
AHRR IKZF1 -0.0434782608695652
AHRR POU2F1 -0.0434782608695652
AHRR PRDM1 0.0434782608695652
AHRR PTF1A -0.0434782608695652
AHRR RREB1 0.0434782608695652
AHRR ZBTB4 -0.0434782608695652
AHRR ASCL2 -0.0434782608695652
AHRR ATF5 -0.0434782608695652
AHRR E2F7 -0.0434782608695652
AHRR GATA1 0.0434782608695652
AHRR NFKB -0.0434782608695652
AHRR ZBTB33 0.0434782608695652
AHRR ZNF384 -0.0434782608695652
AHRR RARA 0.0434782608695652
AHRR TFDP3 -0.0434782608695652
AHRR EGR4 0.0434782608695652
AHRR JDP2 0.0434782608695652
AHRR MAFB 0.0434782608695652
AHRR RUNX1 0.0434782608695652
AHRR ARNT 0.0434782608695652
AHRR FOXO1 0.0434782608695652
AHRR GTF3A -0.0434782608695652
AHRR HCFC1 -0.00390507223595306
AHRR HIF1A -0.0434782608695652
AHRR LHX8 0.0434782608695652
AHRR MECP2 -0.0434782608695652
AHRR NEUROG2 0.0434782608695652
AHRR PARK7 -0.0434782608695652
AHRR SOX6 0.0434782608695652
AHRR TBPL2 -0.0434782608695652
AHRR CREB1 -0.0434782608695652
AHRR DBP -0.0434782608695652
AHRR NCOA2 -0.0434782608695652
AHRR RB1 -0.0434782608695652
AHRR RBPJ -0.0434782608695652
AHRR FOXM1 0.0434782608695652
AHRR NFIL3 -0.0434782608695652
AHRR NKX2-1 0.0434782608695652
AHRR PLAG1 -0.0434782608695652
ARID1B ARID1B 1
ARID1B BHLHE40 0.447930027185802
ARID1B E2F5 0.316763853102392
ARID1B EBF1 -0.69995239253716
ARID1B HOXA10 -0.69995239253716
ARID1B HOXB13 0.492986554406752
ARID1B IRF4 -0.469995450104892
ARID1B MNT -0.443614866663119
ARID1B NFKB2 -0.54506770467888
ARID1B NR3C1 0.478405036509816
ARID1B PAX5 -0.69995239253716
ARID1B PITX3 -0.69995239253716
ARID1B TBX21 -0.69995239253716
ARID1B TEAD4 0.69995239253716
ARID1B TGFB1I1 -0.69995239253716
ARID1B ZBTB32 0.69995239253716
ARID1B DOT1L 0.0628651739796473
ARID1B HDAC1 -0.0628651739796473
ARID1B NEUROG1 0.0628651739796473
ARID1B SP1 0.0628651739796473
ARID1B SRSF2 -0.0661691481060886
ARID1B STAT1 0.0628651739796473
ARID1B ARID4A 0.0628651739796473
ARID1B ELF2 0.0628651739796473
ARID1B ETS1 0.0628651739796473
ARID1B ETV3 -0.0628651739796473
ARID1B EWSR1 -0.00522737930362248
ARID1B HDAC3 -0.0628651739796473
ARID1B HHEX 0.0628651739796473
ARID1B HOXB9 -0.0628651739796473
ARID1B ING4 0.0628651739796473
ARID1B NANOG -0.0305667013928299
ARID1B NR2E1 -0.0628651739796473
ARID1B SIN3A 0.0628651739796473
ARID1B SIX1 0.0628651739796473
ARID1B BHLHE41 0.394202487831371
ARID1B ERF 0.0628651739796473
ARID1B MAFA -0.00158839286656306
ARID1B ZNF804A -0.00207944274157818
ARID1B FOXC1 0.0628651739796473
ARID1B FOXF2 -0.0902183325466841
ARID1B MBD1 0.336873587035575
ARID1B MYOD1 -0.0628651739796473
ARID1B RUNX3 -0.0628651739796473
ARID1B STOX1 -0.0361599548554368
ARID1B ZGPAT -0.0628651739796473
ARID1B FHL2 -0.0628651739796473
ARID1B FOXH1 -0.0628651739796473
ARID1B FOXO4 -0.0909025286693894
ARID1B HEY2 -0.0628651739796473
ARID1B KLF1 -0.479704686736969
ARID1B KLF3 -0.0628651739796473
ARID1B MAX 0.00152076650816671
ARID1B MEIS2 0.0628651739796473
ARID1B MXI1 -0.0628651739796473
ARID1B NFIA 0.0909028674075522
ARID1B NUPR1 0.0628651739796473
ARID1B RELB 0.0628651739796473
ARID1B SALL3 0.0628651739796473
ARID1B SMAD2 -0.0628651739796473
ARID1B TBX1 -0.0628651739796473
ARID1B TP53 -0.0909025837417244
ARID1B CREB5 -0.0628651739796473
ARID1B HOPX -0.0628651739796473
ARID1B HOXB7 -0.0628651739796473
ARID1B KMT2B -0.0903524363583782
ARID1B MYBL2 -0.02932188980737
ARID1B NAB2 0.0903971077563569
ARID1B NR4A1 0.0628651739796473
ARID1B SMARCA1 -0.0628651739796473
ARID1B ZHX2 -0.0909019193923193
ARID1B FOXJ1 0.0628651739796473
ARID1B HIC1 0.0628651739796473
ARID1B KCNIP3 0.0628651739796473
ARID1B SOX17 -0.0628651739796473
ARID1B ETV2 -0.0904587521578268
ARID1B FGF2 0.0908303728578675
ARID1B HDGF 0.0907278634723017
ARID1B HSF4 0.0682702098698149
ARID1B HTATIP2 -0.0628651739796473
ARID1B KLF15 0.0628651739796473
ARID1B KLF6 0.0628651739796473
ARID1B MLXIP 0.0628651739796473
ARID1B TBXT 0.0628651739796473
ARID1B ZNF202 -0.0628651739796473
ARID1B ZNF354C -0.0628651739796473
ARID1B CEBPZ -0.0628651739796473
ARID1B ELF1 -0.0628651739796473
ARID1B KLF9 0.0628651739796473
ARID1B MITF -0.0908926013775201
ARID1B NEUROD1 0.0628651739796473
ARID1B NFE2 -0.0908809358549618
ARID1B NFE2L3 -0.0628651739796473
ARID1B OTX2 -0.0628651739796473
ARID1B SOX5 -0.0628651739796473
ARID1B ZNF91 0.0628651739796473
ARID1B ARID3A 0.00104817971954749
ARID1B E2F1 -0.0628651739796473
ARID1B E2F2 -0.0628651739796473
ARID1B E2F3 -0.00278969442496244
ARID1B PLAGL1 0.0628651739796473
ARID1B TFDP1 0.00187234992151967
ARID1B TFDP2 -0.0628651739796473
ARID1B BTG2 0.0628651739796473
ARID1B FEV 0.0628651739796473
ARID1B NFE2L2 -0.0628651739796473
ARID1B NR5A1 -0.0628651739796473
ARID1B PLAGL2 -0.0628651739796473
ARID1B SFPQ -0.0628651739796473
ARID1B SOX11 0.0628651739796473
ARID1B SRF -0.0628651739796473
ARID1B TCF12 -0.0628651739796473
ARID1B AHR 0.0628651739796473
ARID1B ATF2 0.0628651739796473
ARID1B ATF3 0.0908887184663675
ARID1B CEBPA 0.0628651739796473
ARID1B CEBPD 0.0628651739796473
ARID1B CREB3 0.0628651739796473
ARID1B ELF4 -0.0628651739796473
ARID1B GFI1B 0.0628651739796473
ARID1B HLX -0.0628651739796473
ARID1B HOXA1 0.0628651739796473
ARID1B MEF2A -0.0628651739796473
ARID1B MYBL1 0.0907272135855896
ARID1B POU2AF1 -0.426662804758654
ARID1B POU2F2 0.0628651739796473
ARID1B POU4F1 0.0628651739796473
ARID1B SPDEF 0.0907345358443349
ARID1B TOX3 0.0903693025249532
ARID1B VDR -0.0628651739796473
ARID1B CREBZF -0.0628651739796473
ARID1B HOXD13 -0.0628651739796473
ARID1B MLXIPL 0.00120370881887279
ARID1B NOTCH1 -0.0628651739796473
ARID1B SIRT1 -0.00915720138015288
ARID1B TWIST2 -0.0628651739796473
ARID1B ZFPM2 0.0628651739796473
ARID1B ENO1 0.0628651739796473
ARID1B BATF 0.683081435015081
ARID1B CTCFL 0.68308143501508
ARID1B ETV6 -0.683081435015081
ARID1B FOXI1 0.683081435015081
ARID1B HDAC7 -0.375821067351638
ARID1B HOXD1 -0.68308143501508
ARID1B IKZF1 -0.683081435015081
ARID1B POU2F1 -0.683081435015081
ARID1B PRDM1 0.683081435015081
ARID1B PTF1A -0.683081435015081
ARID1B RREB1 0.68308143501508
ARID1B ZBTB4 -0.68308143501508
ARID1B ASCL2 0.0628651739796473
ARID1B ATF5 0.0628651739796473
ARID1B E2F7 0.0628651739796473
ARID1B GATA1 -0.0628651739796473
ARID1B NFKB 0.0628651739796473
ARID1B ZBTB33 -0.0628651739796473
ARID1B ZNF384 0.0628651739796473
ARID1B RARA -0.0628651739796473
ARID1B TFDP3 0.0628651739796473
ARID1B EGR4 -0.0628651739796473
ARID1B JDP2 -0.0628651739796473
ARID1B MAFB -0.0628651739796473
ARID1B RUNX1 -0.0628651739796473
ARID1B ARNT -0.0628651739796473
ARID1B FOXO1 -0.0628651739796473
ARID1B GTF3A 0.0628651739796473
ARID1B HCFC1 0.00564634004687443
ARID1B HIF1A 0.0628651739796473
ARID1B LHX8 -0.0628651739796473
ARID1B MECP2 0.0628651739796473
ARID1B NEUROG2 -0.0628651739796473
ARID1B PARK7 0.0628651739796473
ARID1B SOX6 -0.0628651739796473
ARID1B TBPL2 0.0628651739796473
ARID1B CREB1 0.0628651739796473
ARID1B DBP 0.0628651739796473
ARID1B NCOA2 0.0628651739796473
ARID1B RB1 0.0628651739796473
ARID1B RBPJ 0.0628651739796473
ARID1B FOXM1 -0.0628651739796473
