"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","11/166","122/5972",0.0901639344262295,3.24372901441833,4.23361586663068,0.000534343764566419,0.00485158332093241,0.00361740861648469,"7157/4609/1017/100506658/1147/355/949/4599/6772/1021/3458",11
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","14/166","184/5972",0.0760869565217391,2.73729701414353,4.04722908462964,0.000551316286469592,0.00485158332093241,0.00361740861648469,"7157/3133/4609/6667/5881/1029/1147/355/3576/5743/7422/1021/6352/567",14
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","7/166","55/5972",0.127272727272727,4.57875136911281,4.50817899485331,0.000745056666701504,0.0063449987099741,0.00473092009077016,"7157/2247/1029/999/1647/5154/1021",7
"hsa04914","Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","9/166","91/5972",0.0989010989010989,3.5580564014299,4.15761514792625,0.000885463985245565,0.00730507787827591,0.00544676859345134,"8900/995/5347/891/983/1017/9133/994/3326",9
"hsa05320","Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","5/166","31/5972",0.161290322580645,5.8025650991061,4.53276699658811,0.00147727611217416,0.0118182088973933,0.00881182242349498,"958/3133/3586/355/940",5
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","9/166","103/5972",0.087378640776699,3.14352555854486,3.71025951654358,0.00213419627651378,0.0164994834036062,0.0123022463974257,"958/3586/1147/23643/6772/598/3592/3303/3458",9
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","7/166","66/5972",0.106060606060606,3.81562614092735,3.8890121409887,0.00221427046458182,0.0164994834036062,0.0123022463974257,"4800/3308/3133/3326/3303/567/3458",7
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","5/166","34/5972",0.147058823529412,5.29057406094968,4.24203090898776,0.00226208615252299,0.0164994834036062,0.0123022463974257,"7157/4609/5468/999/1647",5
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","11/166","146/5972",0.0753424657534247,2.7105132860208,3.53799083395032,0.00234574781350549,0.0164994834036062,0.0123022463974257,"7157/4609/3162/6597/1029/6595/6598/1647/7474/1021/598",11
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","7/166","67/5972",0.104477611940299,3.75867649703291,3.83943473062122,0.00241591303798574,0.0164994834036062,0.0123022463974257,"1051/2353/1147/3326/3576/5743/3458",7
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","9/166","105/5972",0.0857142857142857,3.08364888123924,3.64208608360457,0.00243742368462364,0.0164994834036062,0.0123022463974257,"1051/2353/1147/4049/355/9020/7412/5743/6352",9
"hsa04061","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","7/166","68/5972",0.102941176470588,3.70340184266478,3.79080069246909,0.00263142576322328,0.0173674100372736,0.0129493846769146,"3586/10563/4049/3559/3576/6352/6367",7
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","16/166","267/5972",0.0599250936329588,2.15585939262669,3.26717108344687,0.00289644162090753,0.0186502582419412,0.0139058943032017,"8900/7157/3133/1277/1017/1387/1147/894/355/5743/8992/4599/6772/7422/7474/1021",16
"hsa04370","Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","6/166","52/5972",0.115384615384615,4.15106580166821,3.85866747774387,0.00297531076605708,0.0187019533866445,0.0139444389286384,"5321/5881/3315/5743/7867/7422",6
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","8/166","89/5972",0.0898876404494382,3.23378908894003,3.58985418318259,0.00313820731967691,0.0192671333115047,0.0143658450129641,"958/2353/1147/3576/23643/6772/6352/3592",8
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","12/166","175/5972",0.0685714285714286,2.46691910499139,3.33014085180321,0.0033028067669095,0.0196342089038077,0.0146395417265233,"4791/8900/7157/3133/983/1017/6502/1029/1387/894/1021/27044",12
"hsa04514","Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","9/166","110/5972",0.0818181818181818,2.9434830230011,3.47850995561985,0.00334674015405813,0.0196342089038077,0.0146395417265233,"958/3133/100506658/4267/999/6403/914/940/7412",9
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","8/166","91/5972",0.0879120879120879,3.16271680127102,3.51506875634674,0.00360362259831131,0.0206816601294388,0.0154205360614237,"3586/2353/1147/355/3576/6352/3592/3458",8
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","8/166","93/5972",0.0860215053763441,3.09470138618992,3.44231752722068,0.0041208767419102,0.0228490605182236,0.0170365802109562,"4878/3162/1387/3099/2064/7422/3091/3458",8
"hsa04672","Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","5/166","39/5972",0.128205128205128,4.6122953351869,3.82663856023134,0.00418602326334942,0.0228490605182236,0.0170365802109562,"958/3586/9020/940/10673",5
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","7/166","74/5972",0.0945945945945946,3.40312601758385,3.51705439341344,0.00425110958043535,0.0228490605182236,0.0170365802109562,"7157/4609/1029/1147/1647/1021/598",7
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","11/166","158/5972",0.069620253164557,2.50465151746225,3.24090291238653,0.00432747358299688,0.0228490605182236,0.0170365802109562,"7157/3133/1147/4049/355/6772/598/6352/3592/567/3458",11
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","10/166","137/5972",0.072992700729927,2.62597836601882,3.25531995311881,0.00461534621761304,0.0238912039499969,0.0178136169802609,"1387/1147/355/3576/4599/6772/1021/6352/3592/3458",10
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","8/166","96/5972",0.0833333333333333,2.99799196787149,3.3367796238258,0.00500209036122838,0.0253952279877748,0.0189350384119374,"2353/1147/3326/3559/6772/3091/51561/3458",8
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","10/166","141/5972",0.0709219858156028,2.55148252584807,3.15227420389491,0.00565233470997407,0.0281550257251539,0.0209927823389305,"8900/7157/4609/1017/1387/2353/1147/355/3576/6772",10
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","7/166","79/5972",0.0886075949367089,3.18773829495196,3.30963238777439,0.00610052634236568,0.0298247954515656,0.0222377860823077,"5321/6667/5881/2353/1608/5154/3091",7
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","7/166","82/5972",0.0853658536585366,3.07111372318542,3.19295125875208,0.00746590701495477,0.0358363536717829,0.0267200882640486,"7157/1017/1387/1147/3326/2064/5154",7
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","6/166","63/5972",0.0952380952380952,3.42627653471027,3.27335148708285,0.00773045951400205,0.036443594851724,0.0271728558104959,"3586/2353/3576/23643/51561/3592",6
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","11/166","172/5972",0.063953488372093,2.30078453348277,2.92681084091044,0.00812467223488736,0.037630060877373,0.0280575015313746,"960/7157/1277/4609/2247/355/2064/5962/7422/7474/3091",11
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","6/166","65/5972",0.0923076923076923,3.32085264133457,3.18097183129895,0.00898075363801101,0.0408779131109466,0.0304791457406181,"7157/1029/355/2064/672/598",6
