"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04152","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","5/60","100/5972",0.05,4.97666666666667,4.03978370978965,0.00313768097289835,0.0188260858373901,0.0114627354427865,"3480/5468/23411/84335/5106",5
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","7/60","206/5972",0.0339805825242718,3.38220064724919,3.50514975448711,0.00429300477373883,0.0250220849669349,0.0152353252120656,"3845/1387/5728/4609/4790/5970/1959",7
"hsa01521","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","4/60","69/5972",0.0579710144927536,5.77004830917874,4.01460553723528,0.00489356321794397,0.0277301915683492,0.0168842239683447,"3480/3845/5728/5894",4
"hsa04550","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","5/60","112/5972",0.0446428571428571,4.44345238095238,3.70583631626508,0.00510175557852262,0.0281285983248274,0.0171268039335895,"3480/3845/3398/4609/5894",5
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","6/60","166/5972",0.036144578313253,3.59759036144578,3.41914989408372,0.00609769828396813,0.03273501184025,0.019931534557015,"3845/1387/4609/5894/4790/5970",6
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","3/60","38/5972",0.0789473684210526,7.8578947368421,4.27209390307287,0.00633635050368828,0.0331439872500618,0.0201805495124215,"3845/4609/5894",3
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","4/60","76/5972",0.0526315789473684,5.23859649122807,3.7461234158135,0.00689419754621524,0.0351604074856977,0.0214082976435105,"3845/5337/5338/5894",4
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","5/60","122/5972",0.040983606557377,4.07923497267759,3.4615990343317,0.007304650648308,0.0363450910306057,0.0221296219897393,"3845/4609/5894/4790/5970",5
"hsa04916","Organismal Systems","Endocrine system","hsa04916","Melanogenesis","4/60","78/5972",0.0512820512820513,5.1042735042735,3.67544964939066,0.00755206472360315,0.0366814572289296,0.0223344270021346,"3845/1387/5894/4286",4
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","4/60","79/5972",0.0506329113924051,5.03966244725738,3.64101401247031,0.00789602070221963,0.0374601912384373,0.0228085787726295,"3845/5337/5338/5894",4
"hsa04662","Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","4/60","80/5972",0.05,4.97666666666667,3.60715464311135,0.00825015632416085,0.0382471412881801,0.0232877330856824,"3845/5894/4790/5970",4
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","4/60","81/5972",0.0493827160493827,4.91522633744856,3.57385410717375,0.00861459244968415,0.0382471412881801,0.0232877330856824,"3845/4609/5894/10912",4
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","5/60","127/5972",0.0393700787401575,3.91863517060367,3.34904792526466,0.0086243553885112,0.0382471412881801,0.0232877330856824,"1436/5468/4790/5970/4286",5
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","3/60","43/5972",0.0697674418604651,6.94418604651163,3.9406498287832,0.0089465846006059,0.0388319842239065,0.0236438294036169,"3480/3845/5894",3
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","4/60","87/5972",0.0459770114942529,4.57624521072797,3.38489834110587,0.0110240112594514,0.0458958836107772,0.0279448620540336,"1387/3398/4609/4092",4
"hsa04666","Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","4/60","87/5972",0.0459770114942529,4.57624521072797,3.38489834110587,0.0110240112594514,0.0458958836107772,0.0279448620540336,"5337/5338/1072/5894",4
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","4/60","90/5972",0.0444444444444444,4.4237037037037,3.29675645627867,0.0123768889266998,0.0498016168485395,0.0303229658830116,"5728/4790/5970/5106",4
"hsa04360","Organismal Systems","Development and regeneration","hsa04360","Axon guidance","5/60","139/5972",0.0359712230215827,3.58033573141487,3.10077016259532,0.0124504042121349,0.0498016168485395,0.0303229658830116,"3845/3897/5921/1072/5894",5
