"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","5/30","137/5665",0.0364963503649635,6.89172749391727,5.09324077683752,0.000673271137783109,0.00582932880366413,0.00352735937694142,"1026/4318/2353/7124/5970",5
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","5/30","139/5665",0.0359712230215827,6.79256594724221,5.04484974949804,0.000719297330075625,0.00582932880366413,0.00352735937694142,"1026/4318/472/960/2065",5
"hsa05131","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","6/30","213/5665",0.028169014084507,5.31924882629108,4.68808407434437,0.000733029370520639,0.00582932880366413,0.00352735937694142,"472/960/3611/3688/7124/5970",6
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","3/30","35/5665",0.0857142857142857,16.1857142857143,6.57491796875715,0.00078253305893384,0.00590278440722323,0.00357180777241368,"1026/4318/4313",3
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","4/30","82/5665",0.0487804878048781,9.21138211382114,5.46467909966101,0.000839203321259675,0.00590278440722323,0.00357180777241368,"1026/2335/3688/5970",4
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","6/30","220/5665",0.0272727272727273,5.15,4.58074150197468,0.000869228664526176,0.00590278440722323,0.00357180777241368,"2065/2353/4763/5906/7124/5970",6
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","4/30","84/5665",0.0476190476190476,8.99206349206349,5.38415862969137,0.000918996374777269,0.00590278440722323,0.00357180777241368,"1026/4318/2353/4313",4
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","4/30","84/5665",0.0476190476190476,8.99206349206349,5.38415862969137,0.000918996374777269,0.00590278440722323,0.00357180777241368,"472/3383/7124/5970",4
"hsa04926","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","4/30","94/5665",0.0425531914893617,8.0354609929078,5.0183990992566,0.00140001061921928,0.00865932494109703,0.00523980582631777,"4318/2353/4313/5970",4
"hsa05321","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","3/30","44/5665",0.0681818181818182,12.875,5.76937081661291,0.00153341743032574,0.00914573967372854,0.0055341380944087,"3586/7124/5970",3
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","4/30","99/5665",0.0404040404040404,7.62962962962963,4.85523832516872,0.00169673453305826,0.0097708505869217,0.00591239619504874,"3586/3688/7124/5970",4
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","4/30","102/5665",0.0392156862745098,7.40522875816993,4.7627248272381,0.00189442715512178,0.0105456444968446,0.00638122831198916,"3586/2353/7124/5970",4
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","5/30","176/5665",0.0284090909090909,5.36458333333333,4.29168460199827,0.00207258938332464,0.011165239581136,0.00675614875379169,"1026/960/3383/7124/5970",5
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","3/30","51/5665",0.0588235294117647,11.1078431372549,5.29032882627568,0.00235171397562445,0.0122730073102901,0.00742646518618248,"960/2335/3688",3
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","4/30","115/5665",0.0347826086956522,6.56811594202899,4.40135083529945,0.00293815541164257,0.0148688470831609,0.00899722231316384,"1026/3586/472/5934",4
"hsa05200","Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","7/30","386/5665",0.0181347150259067,3.42443868739206,3.60001505026028,0.0033361223640518,0.0163862480822544,0.00991541012225922,"1026/4318/2335/2353/3688/4313/5970",7
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","4/30","121/5665",0.0330578512396694,6.24242424242424,4.25293286439104,0.00353182329120602,0.0168518425608973,0.0101971439385196,"472/2353/7124/5970",4
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","3/30","63/5665",0.0476190476190476,8.99206349206349,4.65407028269593,0.00429679610165408,0.0195635213563569,0.0118379959042563,"2353/3383/7124",3
"hsa05310","Human Diseases","Immune disease","hsa05310","Asthma","2/30","19/5665",0.105263157894737,19.8771929824561,6.01338581419678,0.0043840063376462,0.0195635213563569,0.0118379959042563,"3586/7124",2
"hsa05100","Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","3/30","64/5665",0.046875,8.8515625,4.60880764136613,0.00449209499173509,0.0195635213563569,0.0118379959042563,"2335/3611/3688",3
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","4/30","130/5665",0.0307692307692308,5.81025641025641,4.0481479829904,0.00456872654429892,0.0195635213563569,0.0118379959042563,"1026/4318/472/5970",4
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","4/30","142/5665",0.028169014084507,5.31924882629108,3.80312118269453,0.00624835140232637,0.0260868671047126,0.0157853088058772,"1026/472/5934/5970",4
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","2/30","24/5665",0.0833333333333333,15.7361111111111,5.27819885293264,0.00696071067302296,0.0280551906449061,0.016976352359981,"7124/5970",2
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","4/30","147/5665",0.0272108843537415,5.13832199546485,3.70909014219813,0.00705579644961709,0.0280551906449061,0.016976352359981,"2335/3611/3688/5906",4
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","3/30","77/5665",0.038961038961039,7.35714285714286,4.09783459297558,0.00753046538512226,0.0292462260305911,0.017697054515832,"1026/4318/5970",3
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","2/30","26/5665",0.0769230769230769,14.525641025641,5.04334610547259,0.00814288990645484,0.0307983028355069,0.0186362248484631,"3586/7124",2
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","4/30","154/5665",0.025974025974026,4.9047619047619,3.58438789571318,0.00829894387783121,0.0307983028355069,0.0186362248484631,"1026/2353/3383/5970",4
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","3/30","83/5665",0.036144578313253,6.82530120481928,3.900657385158,0.00925925562305307,0.0329398069087336,0.0199320609091612,"2353/7124/5970",3
"hsa05130","Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","4/30","159/5665",0.0251572327044025,4.75052410901468,3.4998361256632,0.00927048457910466,0.0329398069087336,0.0199320609091612,"2353/3688/7124/5970",4
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","3/30","86/5665",0.0348837209302326,6.58720930232558,3.80926577899151,0.0102039851715766,0.0347768474214956,0.0210436643710279,"3586/7124/5970",3
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","3/30","86/5665",0.0348837209302326,6.58720930232558,3.80926577899151,0.0102039851715766,0.0347768474214956,0.0210436643710279,"4318/2353/4313",3
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","4/30","175/5665",0.0228571428571429,4.31619047619048,3.25122936889031,0.0128737485168782,0.042998320046373,0.0260185233183222,"472/2353/7124/5970",4
