"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","7/247","28/5665",0.25,5.73380566801619,5.36112609680096,0.000148240338270181,0.00198642053282042,0.00129515242909737,"1378/3683/6347/958/3586/7124/3689",7
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","12/247","81/5665",0.148148148148148,3.39781076623182,4.64061253844186,0.000174789530834572,0.00223064734588882,0.00145438907862351,"3845/596/1019/3725/6347/5579/7422/5970/7124/4790/5293/4772",12
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","19/247","176/5665",0.107954545454545,2.47596153846154,4.24693249225088,0.000209316315568483,0.00254985329874334,0.00166251236288843,"596/1019/3683/3725/958/896/3133/864/1021/960/7189/7431/890/5970/7124/4790/5293/4193/1869",19
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","14/247","108/5665",0.12962962962963,2.97308442045284,4.42005776756068,0.000220628687897399,0.00257080384158708,0.00167617218265301,"2353/596/3725/60/6347/3674/6714/7422/5970/7341/7124/5154/4790/5293",14
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","12/247","84/5665",0.142857142857143,3.27646038172354,4.48780860422922,0.000248589016111335,0.00277591067990991,0.00180990248572288,"3845/2353/596/1019/3725/6714/1031/5566/10498/5293/4193/1869",12
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","10/247","61/5665",0.163934426229508,3.75987256919095,4.62695720596219,0.000261513167607126,0.00280342115674839,0.00182783940306454,"2353/3725/6280/6347/3727/7189/5970/7124/4790/6426",10
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","16/247","137/5665",0.116788321167883,2.67856615148202,4.24624771597614,0.00027214674111096,0.00280520486991297,0.00182900238965261,"3845/2353/596/1387/3725/1386/5579/6714/7189/890/5970/7124/4790/5293/1869/4772",16
"hsa04514","Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","13/247","98/5665",0.13265306122449,3.04242749731472,4.35451383366916,0.000293562178972943,0.00291387644313885,0.00189985659686193,"3683/920/958/925/3133/4684/923/947/3688/3689/100506658/1493/914",13
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","18/247","169/5665",0.106508875739645,2.44280478164004,4.06553928391245,0.000363540460639332,0.0034796015518336,0.0022687111453432,"3845/1019/1387/8850/3725/1386/896/3133/6714/1030/1021/6908/890/5566/5970/4790/5293/4193",18
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","18/247","171/5665",0.105263157894737,2.4142339654805,4.00927263447197,0.000420130298063736,0.00388258344417521,0.00253145660539311,"3845/1019/6348/6347/1386/5579/3133/6714/1021/7422/5566/5970/7124/4790/5293/4193/1869/4772",18
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","6/247","24/5665",0.25,5.73380566801619,4.96167821327537,0.000448313706477119,0.00388796236475316,0.00253496367851149,"239/2356/5970/7298/7124/4790",6
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","11/247","77/5665",0.142857142857143,3.27646038172354,4.29405753332512,0.000449726989952791,0.00388796236475316,0.00253496367851149,"3845/596/1387/2260/5970/5728/5154/4790/5293/4193/1869",11
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","21/247","220/5665",0.0954545454545455,2.18927125506073,3.84135035219522,0.00053840342953811,0.00450912872238167,0.00293996609550415,"3845/2353/2247/3725/1386/5579/3727/4763/2260/7189/3815/7422/5566/5970/5921/1435/7124/5154/4790/4772/2322",21
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","11/247","79/5665",0.139240506329114,3.19351201762927,4.19173382062447,0.000563132146007111,0.00457331560999714,0.00298181614791644,"3845/2353/3725/920/7189/1459/5970/5728/4790/5293/4772",11
"hsa04650","Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","11/247","80/5665",0.1375,3.15359311740891,4.14178602110644,0.000628231204803854,0.00481434407051352,0.00313896746152884,"3845/3683/5579/3133/8743/7462/7124/3689/5293/4772/3937",11
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","17/247","162/5665",0.104938271604938,2.40678262608087,3.87860314775379,0.000628738964432735,0.00481434407051352,0.00313896746152884,"3845/2247/5579/4763/2260/25/3815/7422/598/5566/5970/5921/1435/5154/4790/5293/2322",17
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","9/247","57/5665",0.157894736842105,3.62135094822075,4.24667663248517,0.000706128510159681,0.00525673446452207,0.00342740738849436,"3845/2353/6714/8600/5970/9021/4790/5293/122809",9
"hsa04611","Organismal Systems","Immune system","hsa04611","Platelet activation","12/247","95/5665",0.126315789473684,2.8970807585766,3.98116908374252,0.000785473597911846,0.00568937633082094,0.00370949124476149,"7094/6916/60/3674/6714/6915/5294/5566/3688/2811/5293/3937",12
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","11/247","83/5665",0.132530120481928,3.03960782400859,3.99651454603346,0.000862262244927703,0.00608121793791117,0.00396497320382268,"2353/3725/6348/958/1513/6696/7189/5970/7124/4790/5293",11
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","16/247","154/5665",0.103896103896104,2.38288027761712,3.71467083790195,0.00100943284215958,0.0069366154281735,0.00452269505528987,"3845/2353/2247/1019/1387/3725/3133/6714/1021/7422/5294/5970/4790/5293/1869/4772",16
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","13/247","112/5665",0.116071428571429,2.66212406015038,3.79314294471354,0.00107766626039975,0.00704425750700327,0.00459287802891808,"2353/596/1019/3725/896/1021/7189/1459/598/5970/4790/5293/3559",13
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","13/247","112/5665",0.116071428571429,2.66212406015038,3.79314294471354,0.00107766626039975,0.00704425750700327,0.00459287802891808,"3845/2353/2247/1019/3725/8600/1021/2260/3815/5728/672/5293/1869",13
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","9/247","61/5665",0.147540983606557,3.38388531227185,3.99661036778852,0.00116918688422529,0.00741032210023556,0.00483155329394777,"3845/1019/5579/1021/5728/5154/5293/4193/1869",9
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","15/247","142/5665",0.105633802816901,2.42273478930262,3.66582054086345,0.00121965179731352,0.00741032210023556,0.00483155329394777,"3845/1019/896/3133/1030/1021/890/23411/5970/5728/4790/5293/4193/1869/4772",15
"hsa04810","Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","17/247","172/5665",0.0988372093023256,2.26685340363431,3.602271027486,0.00123986199066109,0.00741032210023556,0.00483155329394777,"3845/2247/3683/60/3687/3674/6714/28984/2260/10398/3688/5154/10163/3689/4628/5293/4627",17
"hsa04630","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","12/247","100/5665",0.12,2.75222672064777,3.77440338582889,0.00124427050190522,0.00741032210023556,0.00483155329394777,"596/1387/896/4352/3586/2057/598/9021/5154/5293/122809/3559",12
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","14/247","130/5665",0.107692307692308,2.46994705699159,3.61997153238515,0.00146549488308445,0.00853810062318769,0.00556686843459999,"1019/1387/60/6347/5579/896/5371/1021/5970/9021/8743/7124/4790/5293",14
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","10/247","76/5665",0.131578947368421,3.01779245685063,3.78100136478675,0.00155837585753654,0.00888605808127218,0.00579373779061737,"2353/3725/6348/6347/7189/3586/5970/7124/4790/5293",10
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","15/247","147/5665",0.102040816326531,2.34032884408824,3.51535979732109,0.00173283525349772,0.00967499683202895,0.00630812833510136,"596/7094/3725/60/5579/6696/896/3674/6714/10398/7422/5728/3688/5154/5293",15
"hsa04662","Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","10/247","79/5665",0.126582278481013,2.90319274329934,3.63694264044976,0.0020974922406848,0.011471998377623,0.00747977898933786,"3845/2353/640/3725/5579/973/5970/4790/5293/4772",10
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","16/247","167/5665",0.0958083832335329,2.1973866033116,3.35336526331867,0.00237093291740437,0.012693100389346,0.00827594133790825,"3845/2353/596/3725/6348/6347/958/6714/7189/598/5970/8743/7124/4790/5293/4772",16
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","15/247","152/5665",0.0986842105263158,2.26334434263797,3.37085550326737,0.00241547805916659,0.012693100389346,0.00827594133790825,"596/6347/5371/3133/6714/7189/598/5970/9021/7124/4790/5293/6426/6427/6432",15
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","10/247","81/5665",0.123456790123457,2.83150897185985,3.5446181236555,0.00253385151232336,0.013059080871205,0.00851456176205825,"2353/596/1386/5579/3727/8600/2260/8521/5566/632",10
"hsa05321","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","7/247","44/5665",0.159090909090909,3.64878542510121,3.76579714868203,0.00264371923623368,0.0133682406662382,0.00871613491985682,"3725/3586/50943/5970/7124/4790/4772",7
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","10/247","84/5665",0.119047619047619,2.73038365143628,3.41127423164459,0.00332203701264969,0.0164871466553725,0.0107496714249483,"596/958/5579/8600/7189/1459/598/5970/7124/4790",10
"hsa04530","Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","13/247","128/5665",0.1015625,2.32935855263158,3.24788359560599,0.00361422806680788,0.0171260343962831,0.0111662282395248,"861/1019/3725/60/6714/10398/5566/3688/4628/8189/100506658/4627/11346",13
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","6/247","35/5665",0.171428571428571,3.93175245806825,3.71447740861127,0.00361584901050283,0.0171260343962831,0.0111662282395248,"3845/1019/6714/7422/4193/1869",6
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","11/247","99/5665",0.111111111111111,2.54835807467386,3.31824155833541,0.00364247746488112,0.0171260343962831,0.0111662282395248,"596/958/7189/3586/240/5294/598/5970/7124/3688/4790",11
"hsa05130","Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","15/247","159/5665",0.0943396226415094,2.16370025208158,3.17769481725223,0.00373353572443382,0.017251509899108,0.0112480386616337,"2353/3725/60/6714/7189/25/5970/8743/7124/3688/10163/4628/4790/100506658/4627",15
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","10/247","86/5665",0.116279069767442,2.66688635721683,3.32558180680721,0.00394794435470179,0.0179330353738997,0.0116923954126761,"3845/3725/6714/3586/5970/7124/4790/5293/4193/4772",10
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","9/247","73/5665",0.123287671232877,2.82763019244634,3.35549635431992,0.004154667912813,0.0185575166772314,0.0120995591846835,"3845/1019/1021/7422/598/5970/4790/5293/1869",9
"hsa04061","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","7/247","48/5665",0.145833333333333,3.34471997300945,3.48297204121778,0.00438068311171437,0.0190853492253735,0.012443707664619,"6348/6347/3586/8743/1435/7124/3559",7
"hsa04613","Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","13/247","131/5665",0.099236641221374,2.27601446364002,3.15473051176223,0.0044152673581088,0.0190853492253735,0.012443707664619,"1378/3683/60/5579/3674/6714/1991/5970/2811/3689/4353/4790/5293",13
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","12/247","121/5665",0.0991735537190083,2.27456753772543,3.02576034015897,0.00617377533191361,0.0260493148365082,0.0169842351251389,"3845/2353/596/3725/60/1513/598/5970/8743/7124/4790/5293",12
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","8/247","64/5665",0.125,2.8669028340081,3.20678256902217,0.0062207319012557,0.0260493148365082,0.0169842351251389,"5579/3586/5566/5970/7124/3689/4790/5293",8
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","20/247","252/5665",0.0793650793650794,1.82025576762419,2.84394470599102,0.00650464702755455,0.0264938616489479,0.0172740810436974,"3845/1019/1387/6696/896/3674/3133/1021/6908/890/7422/5566/5970/5728/7124/3688/4790/5293/4193/1869",20
"hsa05030","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","5/247","28/5665",0.178571428571429,4.09557547715442,3.50579885171849,0.00652460771951702,0.0264938616489479,0.0172740810436974,"3725/1386/5566/5970/4790",5
"hsa04926","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","10/247","94/5665",0.106382978723404,2.43991730553881,3.00556065922266,0.00743778238808516,0.0297511295523406,0.0193978299516439,"3845/2353/3725/1386/6714/7422/5566/5970/4790/5293",10
"hsa05340","Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","5/247","29/5665",0.172413793103448,3.95434873656289,3.40538222047837,0.00760947966839528,0.029990302222499,0.0195537712841117,"920/958/925/973/100",5
"hsa03273",NA,NA,"hsa03273","Virion - Lassa virus and SFTS virus","3/247","10/5665",0.3,6.88056680161943,3.97368541022034,0.0078230185186549,0.0303850574347756,0.0198111529229094,"7037/4628/4627",3
"hsa04110","Cellular Processes","Cell growth and death","hsa04110","Cell cycle","14/247","157/5665",0.089171974522293,2.04517909177648,2.83552951594932,0.00821436931582253,0.0310063517836681,0.0202162387906085,"1019/1387/896/6500/1030/1021/1031/9212/25/890/1028/4085/4193/1869",14
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","14/247","157/5665",0.089171974522293,2.04517909177648,2.83552951594932,0.00821436931582253,0.0310063517836681,0.0202162387906085,"3845/2247/60/5579/6714/960/2260/7422/5566/286/7124/3688/5293/4193",14
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","15/247","175/5665",0.0857142857142857,1.96587622903412,2.77105361447753,0.00901126470302395,0.0332768274288384,0.0216965960455113,"3845/2353/596/3725/920/5579/3133/6500/7189/598/5970/7124/4790/5293/4772",15
"hsa05031","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","6/247","42/5665",0.142857142857143,3.27646038172354,3.16148625903217,0.00906421045636269,0.0332768274288384,0.0216965960455113,"2353/3725/1386/5579/23411/5566",6
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","10/247","97/5665",0.103092783505155,2.36445594557369,2.89391899583707,0.00923355615241419,0.0334404466060406,0.0218032762631686,"2353/3725/6347/1386/5970/9021/1435/7124/4790/5293",10
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","8/247","70/5665",0.114285714285714,2.62116830537883,2.91385326350852,0.0106093388579135,0.0379107041856108,0.0247178982514195,"596/1019/896/1021/598/5728/6241/4193",8
"hsa04060","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","13/247","146/5665",0.089041095890411,2.04217736121125,2.72382037628338,0.0108190205285859,0.0381512829165924,0.024874756339962,"920/6348/6347/958/4352/8600/3586/2057/8743/1435/7124/3559/8784",13
"hsa05131","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","17/247","213/5665",0.07981220657277,1.83051072969531,2.63783559540905,0.01113958081004,0.0387715280141653,0.0252791580925037,"596/7094/3725/60/6714/6500/960/7189/10398/598/5970/7124/3688/10163/4790/5293/4193",17
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","9/247","86/5665",0.104651162790698,2.40019772149515,2.79351501581187,0.0120620014188023,0.041443799746654,0.0270214876588553,"3845/2353/596/3725/1386/6714/5443/5566/5293",9
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","11/247","117/5665",0.094017094017094,2.1563029862625,2.69827960370932,0.0126083823452661,0.0427727401079914,0.0278879609502222,"3845/1019/1021/7189/5970/9021/7124/4790/5293/1869/100506658",11
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","9/247","87/5665",0.103448275862069,2.37260924193774,2.75459584893702,0.0129582989103439,0.0434103013496521,0.0283036528831196,"2353/861/3725/920/50943/5970/4790/4772/3559",9
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","9/247","88/5665",0.102272727272727,2.34564777327935,2.71620790950429,0.0139032451244954,0.0460008604119107,0.029992705531725,"596/1387/5579/7076/7422/5970/7037/4790/5293",9
