"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","15/136","171/5665",0.087719298245614,3.65389576883385,5.52643887970348,1.22196200271878e-05,0.00015030132633441,0.000116407959206368,"7124/595/6667/1026/1029/4609/4775/7422/1432/6093/3551/1869/7157/3105/1871",15
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","10/136","81/5665",0.123456790123457,5.14251997095134,5.88900871475796,2.00924174144733e-05,0.00023536831828383,0.00018229210787066,"7124/595/4313/1027/177/5599/7422/1432/7423/7042",10
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","10/136","82/5665",0.121951219512195,5.07980631276901,5.83606928908543,2.24206279558378e-05,0.000250703385324368,0.000194169074641466,"595/1026/4609/1027/3551/1869/7157/898/9134/1871",10
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","17/136","234/5665",0.0726495726495727,3.02617521367521,4.96424042900285,3.77349209434674e-05,0.000403599589221434,0.000312586759302865,"595/7448/1026/4609/1027/2064/7422/3551/6794/3479/672/7423/7157/898/9134/2688/2321",17
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","7/136","50/5665",0.14,5.83161764705882,5.38158819790663,0.000166146165272767,0.00170299819404586,0.00131896736466539,"595/1026/1029/3479/1869/7157/1871",7
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","15/136","220/5665",0.0681818181818182,2.84007352941176,4.36571476635658,0.000226171816839298,0.00220148817716105,0.00170504647011617,"7124/4609/4775/2064/5599/7422/1432/1616/3551/3479/994/7423/7157/7042/2321",15
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","9/136","88/5665",0.102272727272727,4.26011029411765,4.83371553475319,0.000232677612220274,0.00220148817716105,0.00170504647011617,"7018/1026/1027/2064/7422/229/3479/230/2321",9
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","12/136","154/5665",0.0779220779220779,3.24579831932773,4.431223843057,0.000293609500598423,0.00267510878323008,0.00207186431221499,"595/1026/4609/4775/5599/7422/1432/3551/1869/7157/3105/1871",12
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","10/136","112/5665",0.0892857142857143,3.71914390756303,4.55811364370372,0.000321707734229037,0.00282643223644082,0.0021890639058442,"595/6667/1026/1029/1027/1869/898/9134/7477/1871",10
"hsa04114","Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","10/136","115/5665",0.0869565217391304,3.62212276214834,4.45515923150095,0.000398610279033108,0.00338131478076361,0.00261881889310318,"891/5347/1432/3479/898/983/995/9134/9133/9232",10
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","7/136","61/5665",0.114754098360656,4.78001446480231,4.65497226236425,0.000582663118008875,0.00477783756767278,0.00370042190735461,"595/1026/1029/3479/1869/7157/1871",7
"hsa04918","Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","6/136","45/5665",0.133333333333333,5.55392156862745,4.80984883215187,0.000646467209138738,0.00513003011122999,0.00397319405277119,"7038/213/7270/7253/6528/7849",6
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","7/136","63/5665",0.111111111111111,4.62826797385621,4.54156839973447,0.000710058094786422,0.00529316034295333,0.00409953796351969,"1026/1029/332/2064/1244/672/7157",7
"hsa05223","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","7/136","63/5665",0.111111111111111,4.62826797385621,4.54156839973447,0.000710058094786422,0.00529316034295333,0.00409953796351969,"595/1026/1029/2064/1869/7157/1871",7
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","5/136","32/5665",0.15625,6.50850183823529,4.90056770635417,0.000885328056873006,0.00640560888208116,0.00496112626297257,"595/1026/4609/7157/7849",5
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","9/136","117/5665",0.0769230769230769,3.20418552036199,3.77816248442792,0.00186981867967635,0.0131421541485823,0.0101785618352307,"7124/595/1026/4609/100506658/3551/1869/7157/1871",9
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","11/136","169/5665",0.0650887573964497,2.71123390184476,3.54190694885392,0.00231813645733166,0.0158405991250997,0.0122684999642407,"595/1026/1029/1027/1111/7157/890/898/983/9134/3105",11
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","14/136","252/5665",0.0555555555555556,2.3141339869281,3.34679171972772,0.00271683320907245,0.0180632694441033,0.0139899519442991,"7124/595/7448/1026/1027/7422/3551/1869/7157/890/898/9134/3105/7477",14
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","7/136","80/5665",0.0875,3.64476102941176,3.73617855437425,0.00290810699517105,0.0188261663371599,0.0145808134660931,"595/1026/332/4609/5599/7157/7042",7
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","11/136","175/5665",0.0628571428571429,2.61827731092437,3.41030780365519,0.00304619555283038,0.0191924089952917,0.0148644673861694,"7124/891/4775/5599/1432/1111/3551/983/995/3105/9133",11
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","7/136","81/5665",0.0864197530864197,3.59976397966594,3.69582593202335,0.00312071690980353,0.0191924089952917,0.0148644673861694,"7124/7018/6667/4609/6093/1874/7042",7
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","6/136","61/5665",0.0983606557377049,4.09715525554484,3.81405202044666,0.00322080899952173,0.0193248539971304,0.0149670456717184,"7124/5599/1432/3551/4318/727897",6
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","8/136","108/5665",0.0740740740740741,3.08551198257081,3.43172240697136,0.00420614535328369,0.0246359942120902,0.019080508996099,"7124/4313/5599/7422/1432/3551/7157/4318",8
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","9/136","135/5665",0.0666666666666667,2.77696078431373,3.27710188377822,0.00492151367663242,0.0281556363825948,0.0218064620678205,"595/1139/2099/332/4609/7422/993/990/1869",9
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","9/136","136/5665",0.0661764705882353,2.7565419550173,3.2517149532807,0.00516520061271655,0.0288781670620062,0.0223660600694186,"595/1026/1029/4609/1869/7157/7042/7477/1871",9
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","5/136","53/5665",0.0943396226415094,3.9296614872364,3.36050330710633,0.00844054346319523,0.0455121714135839,0.0352490501748339,"595/1026/4609/2064/7157",5
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","9/136","147/5665",0.0612244897959184,2.55027010804322,2.98664066507079,0.00851040603668642,0.0455121714135839,0.0352490501748339,"595/7448/2064/5599/7422/6093/3479/7423/2321",9
