"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","24/411","115/5665",0.208695652173913,2.87654712789591,5.68590243736883,1.6780541043182e-06,4.32098931861938e-05,2.87035570475482e-05,"1387/3479/891/894/1017/1432/1026/1030/5594/7040/9133/4193/3845/5347/80854/5295/5599/5562/207/10018/3586/2309/3551/10365",24
"hsa04926","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","21/411","94/5665",0.223404255319149,3.07928249728219,5.68523399775391,2.39079766067824e-06,5.68274213191981e-05,3.77494367475511e-05,"2353/4843/5566/3640/1432/5594/59/196883/7040/468/7422/3845/1278/4318/1906/6464/5295/5599/207/1385/4313",21
"hsa00480","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","13/411","41/5665",0.317073170731707,4.37036377663047,6.05736229542887,3.44604536477571e-06,7.60591441225496e-05,5.05247252730273e-05,"2729/2950/2730/2936/2937/4257/373156/9588/6241/5226/2539/290/2946",13
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","26/411","137/5665",0.18978102189781,2.61583817287371,5.35441007556721,4.08460389627126e-06,8.41428402631879e-05,5.58945796331857e-05,"2353/596/1387/8900/5925/7124/4609/1017/1869/1432/1026/5594/332/7040/468/6778/3845/5111/1960/4318/5295/5599/207/1385/7157/3551",26
"hsa01521","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","16/411","62/5665",0.258064516129032,3.55702064202182,5.66183575279496,5.38534285876371e-06,0.000104004433959874,6.90882800959819e-05,"596/4763/3479/2261/2932/5594/7422/3845/2064/598/6464/5295/207/10018/2247/2309",16
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","17/411","73/5665",0.232876712328767,3.20984568209846,5.31468213329396,1.228827507578e-05,0.000209076965641041,0.000138886078351228,"5925/4609/1869/1026/5594/7040/1029/4193/3845/598/1487/6464/5295/207/7157/3551/3066",17
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","22/411","112/5665",0.196428571428571,2.70746437261036,5.10427805208741,1.2855865201229e-05,0.000209076965641041,0.000138886078351228,"1586/6770/949/3164/6667/5925/5566/196/1017/1869/2932/1026/1030/5594/196883/468/1029/775/324/1385/1589/1499",22
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","22/411","112/5665",0.196428571428571,2.70746437261036,5.10427805208741,1.2855865201229e-05,0.000209076965641041,0.000138886078351228,"2353/6667/5925/3479/4609/1869/2932/1026/5594/4851/3845/2260/2064/324/672/6464/5295/54567/207/2247/7157/1499",22
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","13/411","50/5665",0.26,3.58369829683698,5.13203275817441,3.79525767081555e-05,0.000564122453044916,0.00037473642767419,"5925/3479/1869/1026/5594/1029/4193/3845/2260/5295/207/2247/7157",13
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","14/411","57/5665",0.245614035087719,3.38540999701199,5.06213775569688,3.83384191389748e-05,0.000564122453044916,0.00037473642767419,"1586/3972/2353/894/1432/2932/5594/3845/1154/6464/5295/5599/207/2309",14
"hsa04927","Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","11/411","38/5665",0.289473684210526,3.98994749647842,5.1719510037623,5.13672481067627e-05,0.000698003589831877,0.000463671265601145,"1586/6770/949/3164/6667/5566/196883/468/775/1385/1589",11
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","17/411","81/5665",0.209876543209877,2.89282388633565,4.79863272638414,5.19549597609488e-05,0.000698003589831877,0.000463671265601145,"1958/596/7124/6347/1432/5594/7040/7422/27035/3845/1278/2335/1906/5295/5599/207/4313",17
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","34/411","234/5665",0.145299145299145,2.0027242290016,4.38113903173869,6.10149245970355e-05,0.000785567154186832,0.000521838170895699,"596/3164/3479/2261/4609/894/1017/2932/1026/5594/468/7422/4193/4170/3845/1278/2335/2260/2064/3688/598/672/5295/5562/207/10018/4804/3559/2247/4602/1385/7157/2309/3551",34
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","24/411","142/5665",0.169014084507042,2.32959802611288,4.48760384371775,7.07268393209338e-05,0.000874183734006741,0.000580704575477141,"8900/5925/4609/891/983/894/1017/1869/1432/1026/1030/5594/7040/8878/1029/9133/4193/3845/5295/207/4605/7157/2309/5530",24
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","28/411","179/5665",0.156424581005587,2.15607117128138,4.39562550158938,7.50661432682185e-05,0.000892132241149212,0.000592627446854357,"2353/1728/3162/4780/9817/1337/196/4257/1432/2052/1327/1545/5795/4688/5594/1571/7422/27035/3845/873/5295/5599/207/3091/6390/2309/3551/2946",28
"hsa04913","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","9/411","28/5665",0.321428571428571,4.43039624608968,5.08905079559344,0.000101616427948454,0.00116294356429897,0.000772522551654914,"1586/3972/6770/949/3479/5566/1545/196883/1573",9
"hsa04110","Cellular Processes","Cell growth and death","hsa04110","Cell cycle","25/411","157/5665",0.159235668789809,2.19481767322206,4.24611739636485,0.000136232918498578,0.0014771687481261,0.000981256705449118,"1387/8900/5925/4609/891/983/894/1017/1869/2932/1026/1030/7040/9978/1029/9133/994/4193/5347/9126/5111/5885/9212/7157/3066",25
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","22/411","130/5665",0.169230769230769,2.33258469024892,4.2987796277426,0.000138633960180119,0.0014771687481261,0.000981256705449118,"1025/6667/8900/171558/5914/3479/942/4609/894/1026/1991/4193/25942/1649/598/4318/4804/3398/6929/5328/7157/3066",22
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","17/411","88/5665",0.193181818181818,2.66271289537713,4.39638561220135,0.000154513862730145,0.00156965273074836,0.00104269215634792,"596/1387/4878/3162/4843/3479/1026/5594/7422/9978/6513/2064/5209/1906/5295/207/3091",17
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","16/411","80/5665",0.2,2.75669099756691,4.42554009241133,0.000157473251304852,0.00156965273074836,0.00104269215634792,"2353/596/4609/2932/1026/5594/332/7040/3845/324/5295/5599/207/10018/7157/1499",16
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","15/411","73/5665",0.205479452054795,2.83221677832217,4.40648406128677,0.000183663143868567,0.0017244041496095,0.00114549074833538,"5925/1869/1026/5594/7040/7422/1029/3845/2064/598/5295/5599/207/7157/3551",15
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","8/411","24/5665",0.333333333333333,4.59448499594485,4.93516577186943,0.000187110914369862,0.0017244041496095,0.00114549074833538,"2950/4257/2052/1545/373156/1571/873/2946",8
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","20/411","115/5665",0.173913043478261,2.39712260657992,4.23325517167428,0.000189740262416579,0.0017244041496095,0.00114549074833538,"2353/7124/695/2274/1432/4688/5594/7040/27035/8878/1540/2354/5295/5599/207/3932/1385/8061/3551/5530",20
"hsa04919","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","18/411","99/5665",0.181818181818182,2.50608272506083,4.22797414170253,0.000222650615767344,0.00196568686491741,0.00130577052856036,"1387/5566/4609/60/2932/5594/4851/4193/25942/3845/6513/5295/207/3091/7157/3066/1499/71",18
"hsa04914","Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","17/411","91/5665",0.186813186813187,2.57493115157349,4.23580819549195,0.000236470412817553,0.002029704376684,0.00134829621343342,"8900/3479/5566/891/983/1017/1432/5594/196883/9133/994/3845/5347/5295/5599/207/6790",17
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","9/411","31/5665",0.290322580645161,4.00164822227455,4.68672766565241,0.000243852657944046,0.00203649922445163,0.00135280990893568,"2950/4257/2052/1545/373156/1571/874/873/2946",9
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","19/411","109/5665",0.174311926605505,2.40262059420969,4.13532684500556,0.000265304434949321,0.00214017563302096,0.00142168028764806,"596/5925/4609/1017/1869/2932/1026/1030/5594/7040/3845/2064/324/6464/5295/207/2247/7157/1499",19
"hsa04216","Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","10/411","38/5665",0.263157894736842,3.62722499679857,4.5445209239646,0.000270119254653131,0.00214017563302096,0.00142168028764806,"2729/6303/3162/23657/2730/2937/5621/30061/51703/7157",10
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","12/411","53/5665",0.226415094339623,3.1207822613965,4.33823111493054,0.000313705881112049,0.00242337793159058,0.00160980649518025,"4609/2932/1026/5594/3845/2064/324/5295/207/7157/2309/1499",12
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","13/411","61/5665",0.213114754098361,2.93745762035818,4.2548628413821,0.000336701367898174,0.00247716006382228,0.00164553300100611,"2353/7124/6426/6347/1432/2932/5594/2354/6280/4318/5599/8061/3551",13
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","13/411","61/5665",0.213114754098361,2.93745762035818,4.2548628413821,0.000336701367898174,0.00247716006382228,0.00164553300100611,"5925/3479/1869/1026/5594/8536/1029/4193/3845/6464/5295/207/7157",13
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","25/411","167/5665",0.149700598802395,2.06339146524469,3.90109509691609,0.000366451834060988,0.00263014554279385,0.00174715851079817,"2353/596/4780/3308/7124/834/6347/1432/2932/4688/5594/468/1573/27035/3845/1649/598/4318/5295/5599/207/7157/3303/3551/5530",25
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","16/411","86/5665",0.186046511627907,2.56436371866689,4.08833315652187,0.000376964251328886,0.00263014554279385,0.00174715851079817,"2353/596/6667/5914/5566/5594/196883/468/3845/4318/6464/5295/207/1385/4313/3303",16
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","20/411","121/5665",0.165289256198347,2.27825702278257,3.97499659379427,0.000383030904290367,0.00263014554279385,0.00174715851079817,"2353/596/142/7124/60/5594/332/9131/468/4170/3845/1649/598/5295/5599/207/10018/7157/3551/71",20
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","14/411","70/5665",0.2,2.75669099756691,4.1360125637572,0.000402749228479259,0.00270542416521937,0.00179716474950699,"596/3479/891/983/894/1017/1026/1029/9133/4193/83667/598/6241/7157",14
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","14/411","73/5665",0.191780821917808,2.64340232643402,3.95238502528318,0.000630491243275306,0.00392018728526589,0.00260411010262936,"3972/1958/2798/2796/5566/1432/5594/196883/468/775/3845/5599/4323/4313",14
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","12/411","57/5665",0.210526315789474,2.90177999743885,4.03581453088708,0.000637819200938957,0.00392018728526589,0.00260411010262936,"2261/4609/5594/3845/6513/2260/2064/5295/207/3091/2539/7157",12
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","16/411","90/5665",0.177777777777778,2.45039199783725,3.87901726774689,0.000639668193526005,0.00392018728526589,0.00260411010262936,"2353/1387/3479/5566/1432/2932/5594/196883/468/775/3845/6464/5295/5599/207/1385",16
"hsa05031","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","10/411","42/5665",0.238095238095238,3.28177499710346,4.15098266265796,0.000646719174352484,0.00392018728526589,0.00260411010262936,"2353/2905/5566/23237/468/775/2354/1385/3066/5530",10
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","23/411","154/5665",0.149350649350649,2.05856795272854,3.72478659702939,0.000647021202422525,0.00392018728526589,0.00260411010262936,"2353/1387/5925/942/4609/1869/1432/5289/2932/1026/5594/7422/3845/5295/5599/207/3091/2247/1385/7157/3551/1499/5530",23
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","15/411","82/5665",0.182926829268293,2.52136371728681,3.88100020747228,0.000688029504790888,0.00408848301885355,0.00271590593996403,"596/5925/4843/4609/1017/1869/1026/1030/2335/3688/598/5295/207/7157/3551",15
"hsa04550","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","17/411","102/5665",0.166666666666667,2.29724249797242,3.69746628649309,0.000940659701760757,0.00538266384896433,0.00357560705347656,"5460/3479/2261/4609/1432/2932/5594/3845/2260/324/5295/207/3398/6929/2247/1499/10637",17
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","17/411","102/5665",0.166666666666667,2.29724249797242,3.69746628649309,0.000940659701760757,0.00538266384896433,0.00357560705347656,"2353/1493/920/7124/1432/2932/5594/5777/3845/5295/5599/207/3932/3586/3551/5788/5530",17
"hsa04925","Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","12/411","61/5665",0.19672131147541,2.71149934186909,3.75863444766469,0.00120540057709146,0.00676496778383858,0.00449384676494132,"6770/949/3164/4878/5566/196883/8536/468/3991/775/1385/1589",12
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","24/411","171/5665",0.140350877192982,1.93451999829257,3.47040232975648,0.00122601357894809,0.00676496778383858,0.00449384676494132,"6667/5925/5566/7124/4609/1869/6347/1432/2932/1026/5594/196883/468/7422/1029/4193/3845/5295/207/1385/7157/3551/1499/5530",24
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","16/411","97/5665",0.164948453608247,2.27355958562219,3.53828671531846,0.00147697481373221,0.00800675820075884,0.0053187458666257,"2353/7124/6347/1432/5594/468/1540/4318/1906/5295/5599/207/7133/1385/4323/3551",16
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","19/411","126/5665",0.150793650793651,2.07845749816553,3.423813683926,0.00167267853000119,0.00891133906500632,0.00591964271053051,"3972/2353/2905/268/1387/4878/5566/5594/10257/196883/3991/775/1906/5295/5599/207/5020/1385/10398",19
"hsa04630","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","16/411","100/5665",0.16,2.20535279805353,3.4010976015481,0.00204983759748756,0.0107355901292145,0.00713145997341792,"596/1387/4609/894/1026/5777/6778/4170/4352/8554/1154/598/5295/207/3559/3586",16
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","28/411","220/5665",0.127272727272727,1.75425790754258,3.19131570441058,0.00227535350293175,0.0115785721965765,0.00769143784136407,"2353/6722/3164/4763/3479/5566/7124/2261/4609/1432/5594/7040/468/7422/994/775/3845/2260/2064/1649/5599/207/4804/2247/7157/3303/3551/5530",28
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","10/411","49/5665",0.204081632653061,2.81294999751726,3.56457548216306,0.00228573755336948,0.0115785721965765,0.00769143784136407,"3479/5566/196883/3845/5295/5562/207/3303/2309/3066",10
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","18/411","122/5665",0.147540983606557,2.03362450640182,3.22780858714888,0.00281015967463796,0.0140054732171472,0.00930358466136506,"2353/920/7124/834/60/6347/1432/2932/5594/2335/3688/5295/5599/207/3932/3586/3551/71",18
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","14/411","86/5665",0.162790697674419,2.24381825383353,3.25061451320808,0.00325373646000259,0.0159588026371556,0.0106011463609107,"7124/834/1432/5594/4193/1540/3845/1960/5295/5599/207/3586/3551/5530",14
"hsa05211","Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","11/411","60/5665",0.183333333333333,2.52696674776967,3.32548425128354,0.00342912814291985,0.0165562593150349,0.0109980261162725,"1387/1026/5594/7040/7422/9978/3845/6513/5295/207/3091",11
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","14/411","87/5665",0.160919540229885,2.21802723942165,3.20195239803224,0.00362842674754811,0.0169876343180662,0.0112845807938099,"2353/920/5914/196/1432/5594/7040/6778/5599/3091/3559/3932/3551/5530",14
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","14/411","87/5665",0.160919540229885,2.21802723942165,3.20195239803224,0.00362842674754811,0.0169876343180662,0.0112845807938099,"7124/2932/7376/10724/133522/6513/5295/5599/5562/207/1385/6720/3551/1375",14
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","23/411","176/5665",0.130681818181818,1.80124695863747,3.02004637288721,0.0039309722039476,0.0181294091196986,0.0120430413161003,"596/960/8900/5925/7124/4609/695/894/1017/1869/1432/1026/4193/25942/5295/5599/207/10018/7431/7157/5710/3551/3066",23
"hsa04520","Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","12/411","70/5665",0.171428571428571,2.36287799791449,3.20880594825721,0.00406474649161904,0.0184706862633865,0.0122697456016364,"1387/60/5795/5594/5777/4008/2260/2064/8826/10398/1499/71",12
"hsa04921","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","16/411","107/5665",0.149532710280374,2.06107738135844,3.09896858415828,0.0041337605477544,0.018512058105161,0.0122972281740978,"2353/4638/4878/5566/60/1026/5594/196883/8536/775/3845/5562/5020/10398/71/5530",16
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","17/411","117/5665",0.145299145299145,2.0027242290016,3.06509339847311,0.00428084702022984,0.0188968818464432,0.0125528596833807,"949/5925/7124/4609/1017/1869/2932/1026/5594/8554/3845/1364/5295/207/7157/3551/1499",17
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","20/411","147/5665",0.136054421768707,1.87529999834484,3.00719953812528,0.00440766227685999,0.0191482471695985,0.012719837159161,"596/4638/3479/894/60/2932/5594/7422/1278/2335/2064/857/3688/6464/5295/5599/207/10398/1499/71",20
"hsa05410","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","11/411","62/5665",0.17741935483871,2.44545169139,3.20056472394329,0.00446172749582878,0.0191482471695985,0.012719837159161,"1756/3479/7124/60/7040/775/3688/1906/5562/71/7169",11
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","12/411","71/5665",0.169014084507042,2.32959802611288,3.15301331021182,0.00457996412558979,0.0193864234905102,0.0128780534173037,"3479/5566/196883/468/3845/83667/5295/5562/207/1385/7157/2309",12
"hsa04371","Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","15/411","99/5665",0.151515151515152,2.08840227088402,3.05543419394981,0.00477356844883191,0.0199328736579603,0.0132410504626205,"1958/4638/4843/5566/5289/5594/59/196883/4899/3991/3845/5562/207/7019/10365",15
"hsa05223","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","11/411","63/5665",0.174603174603175,2.40663499787587,3.13991318316979,0.00506335077160279,0.0204750807520296,0.0136012289103927,"5925/1869/1026/5594/1029/3845/2064/5295/207/7157/2309",11
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","13/411","81/5665",0.160493827160494,2.21215944249196,3.07303178722991,0.00510220458869345,0.0204750807520296,0.0136012289103927,"268/1387/6667/7124/4609/1030/5594/7040/9978/25942/3398/3066/10637",13
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","13/411","81/5665",0.160493827160494,2.21215944249196,3.07303178722991,0.00510220458869345,0.0204750807520296,0.0136012289103927,"2353/1958/596/6667/5566/632/1026/5594/196883/468/2260/1385/4323",13
"hsa04215","Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","7/411","31/5665",0.225806451612903,3.11239306176909,3.2982582468719,0.00574435089488552,0.0227564670066619,0.0151167128812777,"596/332/666/598/5599/10018/4804",7
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","6/411","24/5665",0.25,3.44586374695864,3.35812864993575,0.00615032838274656,0.0240563477249201,0.0159802003282556,"7124/1244/10257/4363/4524/3551",6
"hsa05414","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","11/411","65/5665",0.169230769230769,2.33258469024892,3.02200364150027,0.00645826781564271,0.0249450594379199,0.0165705555796096,"1756/3479/5566/7124/60/196883/7040/775/3688/71/7169",11
"hsa04932","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","18/411","133/5665",0.135338345864662,1.86542999835355,2.82458194587429,0.00711926215302744,0.0270771867301374,0.0179868894988138,"2353/7124/1337/1432/1327/2932/1571/7040/468/1649/5295/5599/5562/207/10018/6390/6720/3551",18
"hsa04658","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","12/411","75/5665",0.16,2.20535279805353,2.93884314572343,0.00718553175362869,0.0270771867301374,0.0179868894988138,"2353/920/1432/5594/4851/6778/5599/54567/3559/3932/3551/5530",12
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","12/411","76/5665",0.157894736842105,2.17633499807914,2.88740868626498,0.0079910212789008,0.0297497057250644,0.0197621959338701,"2353/4843/7124/6347/1432/5594/7040/5295/5599/207/3586/3551",12
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","21/411","169/5665",0.124260355029586,1.71273701032264,2.63079374341422,0.0101383369675154,0.0372945967019318,0.0247741316875377,"6722/1387/8900/5925/5566/983/894/2934/1017/1026/1030/5594/468/1029/4193/3845/1960/5295/1385/7157/3066",21
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","12/411","79/5665",0.151898734177215,2.09368936524069,2.73775492050259,0.0108373192390539,0.039396842880796,0.0261706161190776,"2353/920/1432/5594/5777/3845/5295/207/3091/3932/3551/5530",12
"hsa04920","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","9/411","53/5665",0.169811320754717,2.34058669604738,2.74227817863068,0.012937167735336,0.046483544537428,0.0308781849252205,"7124/6513/51703/5599/5562/207/7133/3551/1375",9
