L	R	pw.id	pw.name	pval	qval	LR.corr	rank	len	rank.corr
ARPC5	ADRB2	R-HSA-5689880	Ub-specific processing proteases	0.12595624798135	0.137250197268431	0.377493748263407	26	48	-0.164267852181161
ARPC5	ADRB2	R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	0.115818495865092	0.128846953507015	0.377493748263407	28	51	-0.0543484301194776
ARPC5	ADRB2	R-HSA-8856828	Clathrin-mediated endocytosis	0.110761603155301	0.124402749038219	0.377493748263407	53	98	-0.0229508196721312
ARPC5	ADRB2	R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	0.0839775699396891	0.0982249880044977	0.377493748263407	9	18	-0.0715198666296194
ARPC5	ADRB2	R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	0.12074179328983	0.133085112665347	0.377493748263407	31	57	-0.0726312864684635
ARPC5	ADRB2	R-HSA-9664433	Leishmania parasite growth and survival	0.12074179328983	0.133085112665347	0.377493748263407	31	57	-0.0726312864684635
B2M	HLA-F	R-HSA-909733	Interferon alpha/beta signaling	0.0360102541870492	0.0539589388758919	0.546540705751598	6	12	-0.121367046401778
BMP6	BMPR2	R-HSA-201451	Signaling by BMP	0.0831217805738438	0.0975422531447562	0.402334645889626	4	8	-0.159488746874132
BMP6	BMPR2	R-HSA-9006936	Signaling by TGF-beta family members	0.0968949908232197	0.11080336271172	0.402334645889626	15	29	-0.0958599611003057
BMP8B	BMPR2	R-HSA-201451	Signaling by BMP	0.0324236811608351	0.0504422005629123	0.56398999722145	4	8	-0.159488746874132
BMP8B	BMPR2	R-HSA-9006936	Signaling by TGF-beta family members	0.0377962582952984	0.0554757772727308	0.56398999722145	15	29	-0.0958599611003057
CALM1	PTPRA	R-HSA-375165	NCAM signaling for neurite out-growth	0.0666611699260843	0.0826206721469359	0.3939427618783	11	21	-0.0202834120589053
CALM1	PTPRA	R-HSA-5673001	RAF/MAP kinase cascade	0.0742814496681967	0.0898899568136659	0.3939427618783	44	80	0.0191164212281189
CALM1	PTPRA	R-HSA-5683057	MAPK family signaling cascades	0.102093307122299	0.116099764007436	0.3939427618783	58	106	-0.0151153098082801
CALM1	PTPRA	R-HSA-5684996	MAPK1/MAPK3 signaling	0.0732940319749491	0.0889954630415555	0.3939427618783	45	83	0.0137267978426935
CALM1	PTPRA	R-HSA-9607240	FLT3 Signaling	0.0648029779095436	0.0813013738602673	0.3939427618783	48	88	0.0265073631564323
CALM2	SCN4A	R-HSA-373760	L1CAM interactions	0.166513802462564	0.170588913326939	0.311308696860239	17	31	-0.119507078464971
CALM2	SCN4A	R-HSA-397014	Muscle contraction	0.0771241839946677	0.0919335659587311	0.311308696860239	46	85	0.0358988607946652
CALM2	SCN4A	R-HSA-445095	Interaction between L1 and Ankyrins	0.170825179479864	0.174475290152511	0.311308696860239	5	10	-0.37732703528758
CALM3	ABCA1	R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	0.114980960932226	0.128213606513851	0.388607946651848	4	9	-0.368197972543393
CALM3	ABCA1	R-HSA-9024446	NR1H2 and NR1H3-mediated signaling	0.102579807057128	0.116468284497166	0.388607946651848	6	12	-0.176493470408447
CALM3	ABCA1	R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	0.108055891720641	0.122009565927086	0.388607946651848	6	11	-0.176493470408447
CALM3	KCNQ1	R-HSA-5576891	Cardiac conduction	0.0568251694509377	0.0740523601477475	0.426618505140317	25	46	0.0135593220338983
CALM3	SCN4A	R-HSA-373760	L1CAM interactions	0.129553108122618	0.140848489043089	0.365045846068352	17	31	-0.119507078464971
CALM3	SCN4A	R-HSA-397014	Muscle contraction	0.0600051022807927	0.077190363842086	0.365045846068352	46	85	0.0358988607946652
CALM3	SCN4A	R-HSA-445095	Interaction between L1 and Ankyrins	0.132907498477167	0.143516078927905	0.365045846068352	5	10	-0.37732703528758
CALR	HLA-F	R-HSA-909733	Interferon alpha/beta signaling	0.060510114212322	0.0775480553222079	0.459849958321756	6	12	-0.121367046401778
CALR	HLA-F	R-HSA-913531	Interferon Signaling	0.0369192460294014	0.054748912932949	0.459849958321756	26	49	0.0236732425673798
CD14	ITGA4	R-HSA-8878159	Transcriptional regulation by RUNX3	0.122516602825514	0.134421429572905	0.377610136326193	15	29	-0.160130037943183
CD14	ITGA4	R-HSA-8949275	RUNX3 Regulates Immune Response and Cell Migration	0.108618221572601	0.122451674320055	0.377610136326193	2	4	-0.341849706197289
CD14	TLR4	R-HSA-1236974	ER-Phagosome pathway	0.0485449685557879	0.0657397676983639	0.366323978883023	8	15	0.037454848569047
CD14	TLR4	R-HSA-1236975	Antigen processing-Cross presentation	0.0368543746396756	0.0547092890613817	0.366323978883023	12	22	0.0742428452347875
CD14	TLR4	R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	0.100181624918933	0.114197496131756	0.366323978883023	5	10	-0.140427896637955
CD14	TLR4	R-HSA-5260271	Diseases of Immune System	0.0963368546944483	0.110253032427645	0.366323978883023	8	15	-0.0696860238955265
CD14	TLR4	R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	0.100181624918933	0.114197496131756	0.366323978883023	5	10	-0.140427896637955
CD14	TLR4	R-HSA-5602358	Diseases associated with the TLR signaling cascade	0.0963368546944483	0.110253032427645	0.366323978883023	8	15	-0.0696860238955265
CD14	TLR4	R-HSA-5603041	IRAK4 deficiency (TLR2/4)	0.0496967134786669	0.0666028851667368	0.366323978883023	3	6	-0.0159488746874132
CD14	TLR4	R-HSA-5686938	Regulation of TLR by endogenous ligand	0.0447569456301832	0.0618318497434322	0.366323978883023	2	4	-0.0159488746874132
CD14	TLR4	R-HSA-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0.0811749283172032	0.0956490116736807	0.366323978883023	4	9	-0.140427896637955
CD14	TLR4	R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	0.0375999292016467	0.0553575959703915	0.366323978883023	6	11	0.0742428452347875
CD14	TLR4	R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	0.0375999292016467	0.0553575959703915	0.366323978883023	6	11	0.0742428452347875
CD40LG	TRAF3	R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	0.159713747411628	0.164658363144128	0.328146707418727	46	85	-0.152986940816894
CD40LG	TRAF3	R-HSA-166166	MyD88-independent TLR4 cascade	0.159714954823449	0.164658363144128	0.328146707418727	40	74	-0.168546818560711
CD40LG	TRAF3	R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	0.159308928267001	0.164658363144128	0.328146707418727	36	66	-0.122145040288969
CD40LG	TRAF3	R-HSA-168898	Toll-like Receptor Cascades	0.159720908740225	0.164658363144128	0.328146707418727	49	90	-0.152986940816894
CD40LG	TRAF3	R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	0.0793132262455256	0.09407375222174	0.328146707418727	18	34	0.0115587663239789
CD40LG	TRAF3	R-HSA-5260271	Diseases of Immune System	0.12343303074517	0.135219989372478	0.328146707418727	7	14	-0.122145040288969
CD40LG	TRAF3	R-HSA-5602358	Diseases associated with the TLR signaling cascade	0.12343303074517	0.135219989372478	0.328146707418727	7	14	-0.122145040288969
CD40LG	TRAF3	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	0.0592888499711965	0.0764888673405245	0.328146707418727	16	30	0.0393998332870242
CD40LG	TRAF3	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	0.0404147067156812	0.0577684720170358	0.328146707418727	6	12	0.0459016393442623
CD40LG	TRAF3	R-HSA-5688426	Deubiquitination	0.0673395757555875	0.0831023680150709	0.328146707418727	40	74	0.0383995554320645
CD40LG	TRAF3	R-HSA-5689896	Ovarian tumor domain proteases	0.156310016464108	0.161957054631164	0.328146707418727	11	21	-0.198888580161156
CD40LG	TRAF3	R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	0.146852262458852	0.155989736567403	0.328146707418727	9	17	-0.152875798833009
CD40LG	TRAF3	R-HSA-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	0.143798785163607	0.153542410963971	0.328146707418727	5	10	-0.225006946373993
CD40LG	TRAF3	R-HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling	0.159714954823449	0.164658363144128	0.328146707418727	40	74	-0.168546818560711
CD55	CR1	R-HSA-8878171	Transcriptional regulation by RUNX1	0.0736525156527128	0.0893550824416161	0.266110882101935	23	43	0.0445463391822683
CD80	CTLA4	R-HSA-389513	CTLA4 inhibitory signaling	0.0383173400302631	0.0558713244339909	0.299015448327532	9	17	0.0843011947763268
CD80	CTLA4	R-HSA-8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	0.101679204004217	0.115720617890514	0.299015448327532	3	6	-0.0994720755765491
CD80	CTLA4	R-HSA-8878171	Transcriptional regulation by RUNX1	0.0552822953205359	0.0727291848528885	0.299015448327532	23	43	0.053626007224229
CGN	TGFBR2	R-HSA-170834	Signaling by TGF-beta Receptor Complex	0.0343890564536697	0.0522992238670653	0.573252226691326	19	35	-0.0524590163934426
CGN	TGFBR2	R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	0.0358190539263868	0.0537848411837054	0.573252226691326	6	12	-0.187051958877466
CGN	TGFBR2	R-HSA-5689603	UCH proteinases	0.0399542509391819	0.0573545569109051	0.573252226691326	6	12	-0.298082800777994
CNTF	IL6ST	R-HSA-1059683	Interleukin-6 signaling	0.0627538137663656	0.0793553517997956	0.394220616838011	4	9	-0.114754098360656
CNTF	IL6ST	R-HSA-447115	Interleukin-12 family signaling	0.0582747580985222	0.0754205804271488	0.394220616838011	24	44	0.0278410669630453
CNTF	IL6ST	R-HSA-6783589	Interleukin-6 family signaling	0.0651712981391912	0.0816919943458044	0.394220616838011	7	14	-0.052014448457905
CNTF	IL6ST	R-HSA-6788467	IL-6-type cytokine receptor ligand interactions	0.0397552686139014	0.0572380072212195	0.394220616838011	4	8	0.00630739521310124
CNTF	IL6ST	R-HSA-8984722	Interleukin-35 Signalling	0.0600728354586946	0.077190363842086	0.394220616838011	5	10	-0.052014448457905
CNTF	IL6ST	R-HSA-9020956	Interleukin-27 signaling	0.0339846056013167	0.0520105917100193	0.394220616838011	4	8	0.0278410669630453
COL4A3	ITGA2	R-HSA-373760	L1CAM interactions	0.0609726405065716	0.0778582070226391	0.486857460405668	12	23	-0.107752153375938
COL4A3	ITGA2	R-HSA-6806834	Signaling by MET	0.0567712680771323	0.0740523601477475	0.486857460405668	15	29	-0.0755765490414004
COL4A3	ITGA2	R-HSA-8875878	MET promotes cell motility	0.0592209543625272	0.0764888673405245	0.486857460405668	5	10	-0.188774659627674
COL4A4	ITGA2	R-HSA-373760	L1CAM interactions	0.0792119098347184	0.09407375222174	0.440566824117811	12	23	-0.107752153375938
COL4A4	ITGA2	R-HSA-6806834	Signaling by MET	0.0737537448069638	0.0893653550932291	0.440566824117811	15	29	-0.0755765490414004
COL4A4	ITGA2	R-HSA-8874081	MET activates PTK2 signaling	0.0331700273868135	0.0513115634009607	0.440566824117811	2	4	-0.0328980272297861
COL4A4	ITGA2	R-HSA-8875878	MET promotes cell motility	0.076936226778384	0.0919114932351056	0.440566824117811	5	10	-0.188774659627674
COL4A4	ITGB1	R-HSA-1500931	Cell-Cell communication	0.112204817120209	0.12590117977338	0.355043067518755	6	12	-0.144763961347661
COL4A4	ITGB1	R-HSA-1566948	Elastic fibre formation	0.0492980605827634	0.0663787970663687	0.355043067518755	2	4	-0.0242848608645396
COL4A4	ITGB1	R-HSA-216083	Integrin cell surface interactions	0.0322222580510175	0.0503341155176025	0.355043067518755	10	19	0.0734092803556544
COL4A4	ITGB1	R-HSA-3000157	Laminin interactions	0.0454973829118771	0.0627942705444001	0.355043067518755	4	9	-0.0320088913587108
COL4A4	ITGB1	R-HSA-3000170	Syndecan interactions	0.0550183135640894	0.0724935231654417	0.355043067518755	3	6	-0.0242848608645396
COL4A4	ITGB1	R-HSA-3000171	Non-integrin membrane-ECM interactions	0.0829141030458745	0.0974507741955212	0.355043067518755	6	11	-0.0320088913587108
COL4A4	ITGB1	R-HSA-3000178	ECM proteoglycans	0.0640532931250797	0.0805723002994424	0.355043067518755	6	12	-0.0242848608645396
COL4A4	ITGB1	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.117617744878585	0.130544772566479	0.355043067518755	36	66	-0.0221172547929981
COL4A4	ITGB1	R-HSA-6806834	Signaling by MET	0.118789256970186	0.131743073855566	0.355043067518755	17	32	-0.0679633231453182
COL4A4	ITGB1	R-HSA-8874081	MET activates PTK2 signaling	0.0599836739032984	0.077190363842086	0.355043067518755	3	6	-0.0403445401500417
COL4A4	ITGB1	R-HSA-8875878	MET promotes cell motility	0.0839382252302569	0.0982249880044977	0.355043067518755	7	13	-0.0320088913587108
COL5A2	ITGB1	R-HSA-1500931	Cell-Cell communication	0.144764799468798	0.154458870861798	0.299527646568491	6	12	-0.144763961347661
COL5A2	ITGB1	R-HSA-1566948	Elastic fibre formation	0.063603542500485	0.0802882746000841	0.299527646568491	2	4	-0.0242848608645396
COL5A2	ITGB1	R-HSA-216083	Integrin cell surface interactions	0.0415726244639745	0.0589082445467781	0.299527646568491	10	19	0.0734092803556544
COL5A2	ITGB1	R-HSA-3000157	Laminin interactions	0.0586999710229616	0.0759023971568322	0.299527646568491	4	9	-0.0320088913587108
COL5A2	ITGB1	R-HSA-3000170	Syndecan interactions	0.0709837182986889	0.0870005572994187	0.299527646568491	3	6	-0.0242848608645396
COL5A2	ITGB1	R-HSA-3000171	Non-integrin membrane-ECM interactions	0.106974404563326	0.120978940176506	0.299527646568491	6	11	-0.0320088913587108
COL5A2	ITGB1	R-HSA-3000178	ECM proteoglycans	0.0826404995129053	0.0972161413466006	0.299527646568491	6	12	-0.0242848608645396
COL5A2	ITGB1	R-HSA-445144	Signal transduction by L1	0.0340449995347834	0.052047472636332	0.299527646568491	5	10	0.077354820783551
COL5A2	ITGB1	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.151748469346722	0.158259858213236	0.299527646568491	36	66	-0.0221172547929981
COL5A2	ITGB1	R-HSA-6806834	Signaling by MET	0.153259934873501	0.159488205086068	0.299527646568491	17	32	-0.0679633231453182
COL5A2	ITGB1	R-HSA-8874081	MET activates PTK2 signaling	0.0773899440940201	0.0921737374010173	0.299527646568491	3	6	-0.0403445401500417
COL5A2	ITGB1	R-HSA-8875878	MET promotes cell motility	0.108295710069264	0.122184144956195	0.299527646568491	7	13	-0.0320088913587108
COL9A2	ITGB1	R-HSA-1500931	Cell-Cell communication	0.0756107239366162	0.0908636728514498	0.432509030286191	6	12	-0.144763961347661
COL9A2	ITGB1	R-HSA-1566948	Elastic fibre formation	0.0332201606401669	0.0513337396099131	0.432509030286191	2	4	-0.0242848608645396
COL9A2	ITGB1	R-HSA-3000170	Syndecan interactions	0.0370748299860942	0.0548661570692044	0.432509030286191	3	6	-0.0242848608645396
COL9A2	ITGB1	R-HSA-3000171	Non-integrin membrane-ECM interactions	0.0558727826198169	0.0732372671634529	0.432509030286191	6	11	-0.0320088913587108
COL9A2	ITGB1	R-HSA-3000178	ECM proteoglycans	0.0431631723843277	0.0605043882689403	0.432509030286191	6	12	-0.0242848608645396
COL9A2	ITGB1	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.0792582980509159	0.09407375222174	0.432509030286191	36	66	-0.0221172547929981
COL9A2	ITGB1	R-HSA-6806834	Signaling by MET	0.0800477372177879	0.0946318674116306	0.432509030286191	17	32	-0.0679633231453182
COL9A2	ITGB1	R-HSA-8874081	MET activates PTK2 signaling	0.0404208047801312	0.0577684720170358	0.432509030286191	3	6	-0.0403445401500417
COL9A2	ITGB1	R-HSA-8875878	MET promotes cell motility	0.0565629011169376	0.0738717670325032	0.432509030286191	7	13	-0.0320088913587108
DLL1	NOTCH1	R-HSA-2691230	Signaling by NOTCH1 HD Domain Mutants in Cancer	0.0323764553522368	0.0504422005629123	0.590415260720363	2	5	-0.424284523478744
DLL1	NOTCH1	R-HSA-2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants	0.0323764553522368	0.0504422005629123	0.590415260720363	2	5	-0.424284523478744
DLL1	NOTCH1	R-HSA-5668914	Diseases of metabolism	0.0354241765145388	0.0533595263884965	0.590415260720363	48	88	-0.0587385384829119
DLL1	NOTCH2	R-HSA-1980145	Signaling by NOTCH2	0.0556601327566853	0.0730720074135022	0.52029230018541	6	12	-0.285357043623229
DLL1	NOTCH2	R-HSA-2197563	NOTCH2 intracellular domain regulates transcription	0.0376780794845446	0.0554157599803456	0.52029230018541	3	6	-0.145929424840233
DLL1	NOTCH2	R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	0.0532580350768118	0.0706494193340871	0.52029230018541	3	6	-0.338816337871631
EFNB1	EPHB6	R-HSA-2682334	EPH-Ephrin signaling	0.0389091799229377	0.0563593575853462	0.572770213948319	26	48	-0.0803556543484301
EFNB1	EPHB6	R-HSA-3928664	Ephrin signaling	0.0409239115374298	0.0580732431054246	0.572770213948319	4	9	-0.568213392609058
EFNB1	EPHB6	R-HSA-3928665	EPH-ephrin mediated repulsion of cells	0.0405658912603822	0.0577684720170358	0.572770213948319	8	16	-0.290191719922201
EFNB2	PECAM1	R-HSA-202733	Cell surface interactions at the vascular wall	0.11689036180003	0.129837938668662	0.389797808305282	24	45	-0.127873961045595
EFNB2	PECAM1	R-HSA-210990	PECAM1 interactions	0.0330553552936953	0.0511893946988759	0.389797808305282	4	8	0.0343428730202834
F8	LDLR	R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	0.107230849528724	0.121173394975721	0.359588674255318	6	12	-0.136605571820866
F8	LDLR	R-HSA-196854	Metabolism of vitamins and cofactors	0.0572324549270729	0.0742727062130521	0.359588674255318	3	7	-0.091217346491417
F8	LDLR	R-HSA-2187338	Visual phototransduction	0.0865025578034612	0.100767398773488	0.359588674255318	5	10	-0.091217346491417
F8	LDLR	R-HSA-6806667	Metabolism of fat-soluble vitamins	0.0572324549270729	0.0742727062130521	0.359588674255318	3	7	-0.091217346491417
F8	LDLR	R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	0.0931910767874363	0.107338155914204	0.359588674255318	27	50	-0.00439132868544908
F8	LDLR	R-HSA-8856828	Clathrin-mediated endocytosis	0.0737856209416898	0.0893653550932291	0.359588674255318	55	100	0.0341856600196353
F8	LDLR	R-HSA-8964038	LDL clearance	0.0961283355303804	0.1102021330608	0.359588674255318	4	8	-0.136605571820866
F8	LDLR	R-HSA-8964043	Plasma lipoprotein clearance	0.0971037209271578	0.110953574350234	0.359588674255318	4	9	-0.179377438834737
F8	LDLR	R-HSA-975634	Retinoid metabolism and transport	0.0572324549270729	0.0742727062130521	0.359588674255318	3	7	-0.091217346491417
FARP2	PLXNA1	R-HSA-373755	Semaphorin interactions	0.179251714411068	0.182432191955623	0.29597110308419	17	31	-0.126146151708808
FARP2	PLXNA1	R-HSA-399954	Sema3A PAK dependent Axon repulsion	0.184107413777215	0.186579527460443	0.29597110308419	4	9	-0.534870797443734
FARP2	PLXNA1	R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0.174661257470015	0.178139575541964	0.29597110308419	3	7	-0.401889413726035
FARP2	PLXNA1	R-HSA-399956	CRMPs in Sema3A signaling	0.062599220635161	0.0793553517997956	0.29597110308419	4	8	0.00775792113397781
FARP2	PLXNA3	R-HSA-373755	Semaphorin interactions	0.0878800579028118	0.102206004081616	0.370436232286746	17	31	-0.00933592664629064
FARP2	PLXNA3	R-HSA-399954	Sema3A PAK dependent Axon repulsion	0.128775275839606	0.140215448408501	0.370436232286746	4	9	-0.428674631842178
FARP2	PLXNA3	R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0.122303391676321	0.134393152232831	0.370436232286746	3	7	-0.386107252014449
FARP2	PLXNA3	R-HSA-399956	CRMPs in Sema3A signaling	0.110782643320646	0.124402749038219	0.370436232286746	4	8	-0.216004445679355
FBN1	ITGB1	R-HSA-1500931	Cell-Cell communication	0.0628303547806255	0.0793821398726141	0.465962767435399	6	12	-0.144763961347661
FBN1	ITGB1	R-HSA-3000171	Non-integrin membrane-ECM interactions	0.0464286885750054	0.0638358088455382	0.465962767435399	6	11	-0.0320088913587108
FBN1	ITGB1	R-HSA-3000178	ECM proteoglycans	0.035867365013434	0.053801047520151	0.465962767435399	6	12	-0.0242848608645396
FBN1	ITGB1	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.0658613848218429	0.0821977596471042	0.465962767435399	36	66	-0.0221172547929981
FBN1	ITGB1	R-HSA-6806834	Signaling by MET	0.0665173862506067	0.0826050113943602	0.465962767435399	17	32	-0.0679633231453182
FBN1	ITGB1	R-HSA-8874081	MET activates PTK2 signaling	0.0335885357609195	0.0517357253288492	0.465962767435399	3	6	-0.0403445401500417
FBN1	ITGB1	R-HSA-8875878	MET promotes cell motility	0.0470021573603475	0.0643140206629182	0.465962767435399	7	13	-0.0320088913587108
FGF11	FGFR1	R-HSA-1226099	Signaling by FGFR in disease	0.0556957490257726	0.0730720074135022	0.379549874965268	13	24	0.0286190608502362
FGF11	FGFR1	R-HSA-1839124	FGFR1 mutant receptor activation	0.037343837561373	0.0550936862788157	0.379549874965268	8	16	0.0286190608502362
FGF2	SDC3	R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	0.0949853631669103	0.109054452186829	0.424951375382051	6	12	-0.265127249889018
FGF2	SDC3	R-HSA-196854	Metabolism of vitamins and cofactors	0.0486400931157351	0.0657397676983639	0.424951375382051	3	7	-0.123619389000385
FGF2	SDC3	R-HSA-6806667	Metabolism of fat-soluble vitamins	0.0486400931157351	0.0657397676983639	0.424951375382051	3	7	-0.123619389000385
FGF2	SDC3	R-HSA-975634	Retinoid metabolism and transport	0.0486400931157351	0.0657397676983639	0.424951375382051	3	7	-0.123619389000385
FGF2	SDC4	R-HSA-1630316	Glycosaminoglycan metabolism	0.123624341728543	0.135222964179047	0.251438101635162	28	52	0.0148673059653859
FGF2	SDC4	R-HSA-1638091	Heparan sulfate/heparin (HS-GAG) metabolism	0.113671934246483	0.127149417870091	0.251438101635162	9	18	-0.0296512438599378
FGF2	SDC4	R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	0.10491266247261	0.118834721947648	0.251438101635162	6	12	-0.0296512438599378
FGF2	SDC4	R-HSA-196854	Metabolism of vitamins and cofactors	0.0419687836873496	0.0592385273104689	0.251438101635162	3	7	0.0196316785330497
